,PER,DATE,ORG,LOC
bam,,,0.8704249262809753,0.8705042004585266
bbj,,,0.8793944716453552,0.7397013902664185
ewe,0.9036250710487366,,0.8746263980865479,
fon,0.9035485982894897,,0.9053888320922852,0.8484765291213989
hau,0.9466727375984192,,0.9284449815750122,0.8409310579299927
ibo,,,0.914881706237793,0.8651480078697205
kin,0.9545941352844238,,0.8744695782661438,0.873907744884491
lug,0.9219448566436768,,0.9308015704154968,
luo,0.9086111187934875,,0.8434664011001587,
mos,0.9072716236114502,,0.9062377214431763,
nya,0.9441468715667725,,0.8893440365791321,0.8403115272521973
pcm,0.9272341132164001,,0.8141891360282898,0.8370518684387207
sna,0.9415228366851807,,0.9106869101524353,0.8377251029014587
swa,0.8844888806343079,,0.8290952444076538,0.8358412384986877
tsn,,,0.9097466468811035,0.837024450302124
twi,0.9483404755592346,,0.941603422164917,0.8909769654273987
wol,0.9277427196502686,,0.8994686603546143,0.851270854473114
xho,0.8487663269042969,,,0.7988889813423157
yor,,,0.8819825053215027,0.6948556303977966
zul,0.8924837112426758,,,0.8205239176750183
