,DATE,LOC,PER,ORG
bam,,,,0.980288028717041
bbj,,,,0.9956943392753601
ewe,,,0.9896582961082458,0.9920616745948792
fon,,,0.9694650769233704,
hau,,,0.999635636806488,0.9995476603507996
ibo,,0.996505081653595,,0.999599277973175
kin,,,,0.9966323375701904
lug,,,0.9991690516471863,0.9975758194923401
luo,,,0.9993100762367249,0.9973576068878174
mos,,,0.9980703592300415,0.9967555999755859
nya,,,,0.9984620809555054
pcm,,0.9996281266212463,0.9994816780090332,
sna,,0.9989767074584961,0.9976279139518738,
swa,,,0.9984907507896423,
tsn,,0.998630702495575,,0.9991571307182312
twi,,,0.9970408082008362,
wol,,,,0.9975162744522095
xho,,0.9920595288276672,0.9953518509864807,
yor,,0.9918429255485535,,0.998956024646759
zul,,0.9977900385856628,,
