,DATE,LOC,PER,ORG
bam,,0.9999950528144836,,0.99995356798172
bbj,,0.9999874234199524,,0.9999849796295166
ewe,,,0.999993085861206,0.9999879598617554
fon,,0.9999961256980896,0.9999902248382568,0.9999929070472717
hau,,,0.9999971389770508,0.9999922513961792
ibo,,0.9999949932098389,,0.9999938011169434
kin,,0.9999687671661377,,0.9999932646751404
lug,,,0.9999972581863403,0.9999755620956421
luo,,,0.9999814033508301,0.9999865293502808
mos,,,0.9999929666519165,0.9999905824661255
nya,,0.9999975562095642,,0.9999885559082031
pcm,,0.9999773502349854,0.9999539852142334,
sna,,0.9999964833259583,0.9999974966049194,
swa,,0.9999911785125732,0.9999915957450867,
tsn,,0.9999935626983643,,0.9999632835388184
twi,,0.9999948740005493,0.9999952912330627,0.9999951720237732
wol,,0.9999960660934448,,0.9999836683273315
xho,,0.9999944567680359,0.9999964833259583,
yor,,0.9999872446060181,,0.9999936819076538
zul,,0.9999940991401672,,
