layer,model,rank_type,language,cosine,config
1,xlmr,top5,luo,0.9999453361691608,use1_use0_con0_max500_bat64
1,xlmr,top5,twi,0.9999389664247884,use1_use0_con0_max500_bat64
1,xlmr,top5,kin,0.9999170900897245,use1_use0_con0_max500_bat64
1,xlmr,top5,nya,0.9998834350420736,use1_use0_con0_max500_bat64
1,xlmr,top5,tsn,0.9998646758037069,use1_use0_con0_max500_bat64
1,xlmr,worst5,fon,0.9992371003115755,use1_use0_con0_max500_bat64
1,xlmr,worst5,bam,0.9993817648086852,use1_use0_con0_max500_bat64
1,xlmr,worst5,bbj,0.9994684732338578,use1_use0_con0_max500_bat64
1,xlmr,worst5,hau,0.9995632582890444,use1_use0_con0_max500_bat64
1,xlmr,worst5,lug,0.9996739266382346,use1_use0_con0_max500_bat64
2,xlmr,top5,luo,0.9999931635380025,use1_use0_con0_max500_bat64
2,xlmr,top5,kin,0.9999921358171338,use1_use0_con0_max500_bat64
2,xlmr,top5,twi,0.9999884825138872,use1_use0_con0_max500_bat64
2,xlmr,top5,ewe,0.9999854948449716,use1_use0_con0_max500_bat64
2,xlmr,top5,tsn,0.9999852377976608,use1_use0_con0_max500_bat64
2,xlmr,worst5,bam,0.999926710021058,use1_use0_con0_max500_bat64
2,xlmr,worst5,fon,0.9999267273649465,use1_use0_con0_max500_bat64
2,xlmr,worst5,bbj,0.999941044976862,use1_use0_con0_max500_bat64
2,xlmr,worst5,lug,0.9999477080864883,use1_use0_con0_max500_bat64
2,xlmr,worst5,wol,0.9999552825577693,use1_use0_con0_max500_bat64
3,xlmr,top5,kin,0.9999956045465636,use1_use0_con0_max500_bat64
3,xlmr,top5,twi,0.9999949302264256,use1_use0_con0_max500_bat64
3,xlmr,top5,nya,0.9999939811806496,use1_use0_con0_max500_bat64
3,xlmr,top5,zul,0.9999938737403017,use1_use0_con0_max500_bat64
3,xlmr,top5,tsn,0.9999936305421202,use1_use0_con0_max500_bat64
3,xlmr,worst5,bbj,0.9999793299358388,use1_use0_con0_max500_bat64
3,xlmr,worst5,fon,0.9999810492181312,use1_use0_con0_max500_bat64
3,xlmr,worst5,pcm,0.9999844509776133,use1_use0_con0_max500_bat64
3,xlmr,worst5,bam,0.999984625762728,use1_use0_con0_max500_bat64
3,xlmr,worst5,wol,0.9999874795792381,use1_use0_con0_max500_bat64
4,xlmr,top5,ewe,0.99999683383789,use1_use0_con0_max500_bat64
4,xlmr,top5,twi,0.9999963945681024,use1_use0_con0_max500_bat64
4,xlmr,top5,kin,0.9999962361522938,use1_use0_con0_max500_bat64
4,xlmr,top5,swa,0.9999960818596006,use1_use0_con0_max500_bat64
