layer,model,rank_type,language,pearson
2,mbert,top5,kin,0.9999432696507784
2,mbert,top5,lug,0.999933275678166
2,mbert,top5,luo,0.9999332021873396
2,mbert,top5,ibo,0.9999320011289545
2,mbert,top5,twi,0.9999201559365765
2,mbert,worst5,bbj,0.9993095623495001
2,mbert,worst5,ewe,0.9994009380741294
2,mbert,worst5,xho,0.9996927320237388
2,mbert,worst5,mos,0.999763051347483
2,mbert,worst5,pcm,0.9997852301951017
3,mbert,top5,lug,0.9999855305374201
3,mbert,top5,kin,0.9999843220360158
3,mbert,top5,ibo,0.9999830146098959
3,mbert,top5,luo,0.9999820946805202
3,mbert,top5,twi,0.9999812802881796
3,mbert,worst5,bbj,0.9998461221416174
3,mbert,worst5,ewe,0.9998795149455455
3,mbert,worst5,xho,0.9999414903490478
3,mbert,worst5,mos,0.9999465396968581
3,mbert,worst5,pcm,0.9999506218870459
10,mbert,top5,twi,0.9903097091536917
10,mbert,top5,kin,0.9898000139556418
10,mbert,top5,swa,0.9897004790451414
10,mbert,top5,luo,0.9893183488352522
10,mbert,top5,lug,0.9882373792118507
10,mbert,worst5,yor,0.9647235085306813
10,mbert,worst5,bbj,0.9660611667850463
10,mbert,worst5,mos,0.9756086345738633
10,mbert,worst5,fon,0.9762891680675234
10,mbert,worst5,pcm,0.9774920665199105
12,mbert,top5,twi,0.973780284051305
12,mbert,top5,kin,0.9700626118980812
12,mbert,top5,lug,0.9700254131749564
12,mbert,top5,swa,0.9662807839740621
12,mbert,top5,luo,0.96321823899904
12,mbert,worst5,bbj,0.8980137752594044
12,mbert,worst5,yor,0.9017294251555128
12,mbert,worst5,xho,0.9172081270818198
12,mbert,worst5,wol,0.9231228428605116
12,mbert,worst5,mos,0.9270430075069879
