,LOC,ORG,DATE,PER
bam,0.9785986542701721,0.965062141418457,,
bbj,0.953637957572937,0.9768167734146118,,0.9265329241752625
ewe,,0.9847630858421326,,0.9320939183235168
fon,0.9742409586906433,0.9819257259368896,,0.9237889647483826
hau,0.9663839340209961,0.9735793471336365,,0.9274283051490784
ibo,0.9746149778366089,0.9835879802703857,,
kin,0.9752620458602905,0.9871327877044678,,0.9160482883453369
lug,,0.9751174449920654,,0.9152539372444153
luo,,0.9722276926040649,,0.9225453734397888
mos,0.9720641374588013,0.9851698875427246,,0.9274265766143799
nya,0.9808103442192078,0.9836674928665161,,0.9276036620140076
pcm,0.9717467427253723,0.9494912624359131,,0.9282090067863464
sna,0.9832708239555359,0.9841939806938171,,0.9267190098762512
swa,0.961675763130188,0.969359278678894,,0.9311394691467285
tsn,0.9743174314498901,0.9818527102470398,,
twi,0.9771748185157776,0.9895384311676025,,0.9287331700325012
wol,0.9724776148796082,0.9778035283088684,,0.915829598903656
xho,0.9719179272651672,,,0.9313638806343079
yor,0.9595615863800049,0.9798521995544434,,
zul,0.9703707695007324,,,0.9270538687705994
