,LOC,ORG,DATE,PER
bam,0.9708579778671265,0.9641402959823608,,0.8839139342308044
bbj,0.9538303017616272,0.9796919226646423,,0.8971396088600159
ewe,0.9706348776817322,0.9782883524894714,,0.9072774648666382
fon,0.9662842750549316,0.982623815536499,,0.9018615484237671
hau,0.948363721370697,0.9700852036476135,,0.896069347858429
ibo,0.9646648168563843,0.979882001876831,,0.893115758895874
kin,0.9640992879867554,0.9822438955307007,,0.886124849319458
lug,0.961043655872345,0.9616672992706299,,0.8919371366500854
luo,0.9717775583267212,0.9602475166320801,,0.8989227414131165
mos,0.9706077575683594,0.9788093566894531,,0.9020677804946899
nya,0.967215359210968,0.973678469657898,,0.9035665988922119
pcm,0.9611560106277466,0.9387327432632446,,0.8998153209686279
sna,0.9779911041259766,0.9759359359741211,,0.9025250673294067
swa,0.9454610347747803,0.9478899240493774,,0.9041231274604797
tsn,0.968262255191803,0.97288978099823,,0.9035481214523315
twi,0.9698031544685364,0.9867742657661438,,0.9038345813751221
wol,0.960344135761261,0.9753917455673218,,0.8970224857330322
xho,0.9627190828323364,0.9714496731758118,,0.8955017924308777
yor,0.9439859390258789,0.9717711806297302,,0.895366907119751
zul,0.9638105034828186,0.9805853962898254,,0.8940375447273254
