,LOC,ORG,DATE,PER
bam,0.9738421440124512,0.9645597338676453,,0.8874395489692688
bbj,0.9555982947349548,0.9787201285362244,,0.9034240245819092
ewe,0.9656533002853394,0.9831300377845764,,0.9185231924057007
fon,0.9714381098747253,0.9838753938674927,,0.9114057421684265
hau,0.9573810696601868,0.9724764227867126,,0.9080938100814819
ibo,0.9686296582221985,0.9819372296333313,,
kin,0.9688633680343628,0.9856052994728088,,0.8960278630256653
lug,,0.9712634682655334,,0.9014085531234741
luo,,0.968377411365509,,0.8990461826324463
mos,0.9762066006660461,0.9827907085418701,,0.915692150592804
nya,0.9759287238121033,0.979979395866394,,0.9128924608230591
pcm,0.9672017693519592,0.9517230987548828,,0.9092317223548889
sna,0.9794290065765381,0.97996985912323,,0.9083796143531799
swa,0.9534696340560913,0.9616385698318481,,0.9143503308296204
tsn,0.9692214727401733,0.9793546199798584,,
twi,0.9751338362693787,0.9894945025444031,,0.9212558269500732
wol,0.9665677547454834,0.9729156494140625,,0.9066391587257385
xho,0.9642003178596497,0.963038444519043,,0.9091408848762512
yor,0.9525066614151001,0.9771212339401245,,
zul,0.9664076566696167,0.9828317165374756,,0.9125290513038635
