,DATE,PER,ORG,LOC
bam,0.9098982214927673,0.9330272078514099,0.8320106267929077,0.8827658295631409
bbj,0.8275858163833618,0.9330281615257263,0.9086192846298218,0.7243735194206238
ewe,0.7452250123023987,0.9330875873565674,0.9418102502822876,0.8999483585357666
fon,0.8752714395523071,0.9294627904891968,0.9398431777954102,0.8511643409729004
hau,0.9281701445579529,0.9413785934448242,0.9540427923202515,0.8285657167434692
ibo,0.9575600624084473,0.9419819712638855,0.9448240995407104,0.8390598893165588
kin,0.9616411924362183,0.9460689425468445,0.9459291696548462,0.924115777015686
lug,0.9234703779220581,0.9242011904716492,0.9495529532432556,0.9312462210655212
luo,0.9385491013526917,0.9269125461578369,0.9428354501724243,0.9288696050643921
mos,0.8232823610305786,0.9341365098953247,0.9331640005111694,0.8539249897003174
nya,0.9373752474784851,0.9555454850196838,0.939751386642456,0.8562333583831787
pcm,0.7363832592964172,0.9454648494720459,0.8842323422431946,0.8957504630088806
sna,0.9558826088905334,0.9312143325805664,0.9382020235061646,0.8241832256317139
swa,0.8926702737808228,0.9173707365989685,0.8855903148651123,0.922147810459137
tsn,0.9414742588996887,0.933167040348053,0.9286577701568604,0.8938197493553162
twi,0.9172149896621704,0.9545900225639343,0.9642912745475769,0.9302491545677185
wol,0.9207810759544373,0.947771430015564,0.9366530776023865,0.8262094855308533
xho,0.9140874743461609,0.8997451663017273,0.9291287660598755,0.8042818307876587
yor,0.8751314878463745,0.8618329167366028,0.9037637114524841,0.7351658940315247
zul,0.9450040459632874,0.9038957357406616,0.94130939245224,0.8785832524299622
