,DATE,LOC,ORG,PER
bam,0.8281445503234863,0.8110086917877197,0.7174312472343445,0.8541982173919678
bbj,0.6861423254013062,0.5719775557518005,0.7920914888381958,0.8664441108703613
ewe,0.6021741032600403,0.8400360345840454,0.8576290011405945,0.8267989754676819
fon,0.746077835559845,0.7705233693122864,0.856247067451477,0.8527092337608337
hau,0.8880904912948608,0.7017976641654968,0.8626654148101807,0.8511965870857239
ibo,0.8944201469421387,0.7555744051933289,0.8973610401153564,0.8860051035881042
kin,0.9004048109054565,0.8525407314300537,0.9112235903739929,0.8585501909255981
lug,0.8011825084686279,0.9133565425872803,0.8746140003204346,0.8651095628738403
luo,0.8588964343070984,0.8954805731773376,0.8849702477455139,0.8523461818695068
mos,0.685604989528656,0.755157470703125,0.8329450488090515,0.8550604581832886
nya,0.8631888628005981,0.7666774392127991,0.9136480689048767,0.9061426520347595
pcm,0.593211829662323,0.8807899951934814,0.8254985809326172,0.8790931701660156
sna,0.8941419124603271,0.7306708097457886,0.8700355291366577,0.8545548319816589
swa,0.7930200099945068,0.8960893750190735,0.7988759279251099,0.8758915066719055
tsn,0.8908777236938477,0.8335077166557312,0.8707260489463806,0.8523622751235962
twi,0.8065608739852905,0.8983403444290161,0.9159554839134216,0.8977574706077576
wol,0.8815793991088867,0.694057047367096,0.8908699154853821,0.8801621794700623
xho,0.8730512261390686,0.6817970275878906,0.8537055253982544,0.8451607823371887
yor,0.7346428632736206,0.5897315144538879,0.7863290905952454,0.7114107608795166
zul,0.883646547794342,0.8115089535713196,0.887546181678772,0.7940350770950317
