,LOC,DATE,ORG,PER,Mean
lug,0.9838479161262512,,0.9725428819656372,0.9875876307487488,0.981326142946879
luo,0.9783098101615906,,0.9802590608596802,0.975911557674408,0.9781601428985596
kin,0.9766996502876282,,0.9820860624313354,0.9745683073997498,0.9777846733729044
tsn,0.9743571877479553,,0.9778652191162109,0.9795265793800354,0.9772496620814005
twi,0.9714781641960144,,0.9814611077308655,0.9781970381736755,0.9770454367001852
nya,0.9616151452064514,,0.9791727662086487,0.9830510020256042,0.9746129711469015
swa,0.9726663827896118,,0.970169186592102,0.9779664278030396,0.9736006657282511
ewe,0.9670343995094299,,0.9753400087356567,0.9753823280334473,0.9725855787595113
pcm,0.9712531566619873,,0.9685952067375183,0.9776278734207153,0.9724920789400736
ibo,0.9594041705131531,,0.9740311503410339,0.9713689088821411,0.968268076578776
zul,0.9634146094322205,,0.9734440445899963,0.9634523391723633,0.96677033106486
wol,0.9518184065818787,,0.9727931022644043,0.9684235453605652,0.9643450180689493
sna,0.951735258102417,,0.9710421562194824,0.968464732170105,0.9637473821640015
mos,0.9505040049552917,,0.9678030014038086,0.9719651937484741,0.9634240667025248
fon,0.9487916827201843,,0.9657735824584961,0.9686999917030334,0.9610884189605713
hau,0.9498839974403381,,0.9584780335426331,0.9661142230033875,0.9581587513287863
bam,0.9631633758544922,,0.935106098651886,0.9718693494796753,0.9567129413286845
xho,0.9507917761802673,,0.9682363271713257,0.9493085145950317,0.9561122059822083
bbj,0.9219552278518677,,0.954800009727478,0.9653609991073608,0.9473720788955688
yor,0.9366037249565125,,0.9608961939811707,0.9390509128570557,0.9455169439315796
