,LOC,DATE,ORG,PER,Mean
twi,0.936623752117157,,0.9627422094345093,0.820955216884613,0.9423965035744433
ibo,0.9367755651473999,,0.9396651387214661,,0.938220351934433
lug,,,0.9528506398200989,0.8085024356842041,0.9373847608055387
nya,0.9283544421195984,,0.9330374598503113,,0.9306959509849548
tsn,0.9261122941970825,,0.9343262910842896,,0.930219292640686
fon,0.9237480163574219,,0.9490295648574829,0.7909976840019226,0.9281591053278941
mos,,,0.9407477378845215,0.7923770546913147,0.9248508789709636
bam,0.9386091828346252,,0.9079135060310364,,0.9232613444328308
hau,0.8961970806121826,,0.9557996392250061,0.8208691477775574,0.9200476497974036
kin,0.9241421818733215,,0.9182983636856079,0.7839263081550598,0.9134489162912909
ewe,,,0.9207711219787598,0.8150320053100586,0.9094419309071132
sna,0.9197467565536499,,,0.8192679286003113,0.9089811678443637
wol,0.9039222002029419,,0.9131251573562622,0.831888735294342,0.9041858517898703
pcm,0.9148298501968384,,,0.8026557564735413,0.9028111972979137
luo,,,0.9104766845703125,0.8275899887084961,0.9015959671565464
zul,0.8970553278923035,,,,0.8970553278923035
bbj,0.8483269810676575,,0.9288551807403564,,0.888591080904007
xho,0.8908729553222656,,,0.8005236983299255,0.8811926777873721
swa,0.9055784940719604,,0.8563047647476196,0.825802743434906,0.8778205603923438
yor,0.8294290900230408,,0.9239670038223267,,0.8766980469226837
