,PER,LOC,DATE,ORG
bam,0.954911470413208,0.8445108532905579,0.9111050963401794,0.9103809595108032
bbj,0.9481226801872253,0.7889281511306763,0.8746467232704163,0.9469667673110962
ewe,0.9547393321990967,0.8860161304473877,0.9005809426307678,0.9661121368408203
fon,0.9455961585044861,0.7593986392021179,0.8565456867218018,0.9605710506439209
hau,0.9501534104347229,0.8148944973945618,0.8709376454353333,0.927860677242279
ibo,0.9560114741325378,0.8817574381828308,0.9508662819862366,0.9660807847976685
kin,0.951111912727356,0.9354848861694336,0.9489603638648987,0.9778205156326294
lug,0.986716091632843,0.9403777122497559,0.9158090353012085,0.8945677876472473
luo,0.9527194499969482,0.9093664884567261,0.9292047023773193,0.9640292525291443
mos,0.9585183262825012,0.836100697517395,0.8190172910690308,0.9579315185546875
nya,0.9435411691665649,0.8866533637046814,0.9200306534767151,0.9715902805328369
pcm,0.9634281992912292,0.9068806171417236,0.8135526180267334,0.9339192509651184
sna,0.948932409286499,0.8645007014274597,0.9499434232711792,0.9578186869621277
swa,0.9470319747924805,0.9443014860153198,0.8223975896835327,0.9345660209655762
tsn,0.9540698528289795,0.877469539642334,0.944189190864563,0.9575092792510986
twi,0.9602947235107422,0.9236232042312622,0.9238388538360596,0.9756945967674255
wol,0.9578732848167419,0.8308075666427612,0.941523551940918,0.956019937992096
xho,0.9352455139160156,0.8052058815956116,0.9382590651512146,0.9476692080497742
yor,0.9216670393943787,0.7799791097640991,0.896725594997406,0.9438145756721497
zul,0.9331198334693909,0.8616965413093567,0.942359209060669,0.9687644243240356
