,ORG,PER,LOC,DATE,Mean
twi,0.9776367545127869,0.8784739375114441,0.9570478200912476,,0.9652594353538007
kin,0.9759354591369629,0.868209958076477,0.9534048438072205,,0.962409365689382
nya,0.9697896242141724,0.8823171854019165,0.9545600414276123,,0.9603031692095101
luo,0.9679278135299683,0.8743621110916138,0.9562338590621948,,0.9600249286741018
ibo,0.9666225910186768,0.8677526116371155,0.9562859535217285,,0.9592581395991147
lug,0.966485857963562,0.8813233375549316,0.9524735808372498,,0.9576479292009026
sna,0.9657790660858154,0.8777452707290649,0.9460340738296509,,0.9540746645070612
zul,0.9691339731216431,0.8805909752845764,0.941088855266571,,0.9533648414071649
hau,0.9689214825630188,0.8781852126121521,0.9376407861709595,,0.9515210737008601
mos,0.9571795463562012,0.8607943058013916,0.9425345063209534,,0.947769618825987
tsn,0.9617853760719299,0.8766480088233948,0.9364169239997864,,0.947403029538691
xho,0.9619099497795105,0.861318826675415,0.9316495060920715,,0.944776738062501
swa,0.9515212774276733,0.8725603818893433,0.9407117962837219,,0.9443925644736737
ewe,0.9528040885925293,0.8701394200325012,0.935879111289978,,0.9426024863496423
fon,0.9412885308265686,0.8599423170089722,0.9420233964920044,,0.9397408000659198
wol,0.954021692276001,0.8752808570861816,0.9224128723144531,,0.93674220982939
pcm,0.9385614395141602,0.8725605010986328,0.9379758834838867,,0.9367286264896393
yor,0.9443660974502563,0.8366532325744629,0.9048699140548706,,0.9225563313812017
bam,0.8896074295043945,0.8694324493408203,0.9531828165054321,,0.9201772478409111
bbj,0.9390400648117065,0.8618514537811279,0.8935666084289551,,0.915027120616287
