,PER,LOC,ORG,DATE,Mean
lug,0.9684734462724341,0.9330489211209102,0.9278305304274271,0.8930085527440016,0.9305903626411933
luo,0.9208132162317338,0.9254124157361029,0.9485710363726406,0.9021486034152815,0.9242363179389397
twi,0.9322338800181954,0.9140665994071214,0.9459505496927441,0.8990895055469919,0.9228351336662632
kin,0.8831610645636799,0.9241109287112229,0.9281265121496702,0.928916252775377,0.9160786895499876
nya,0.9187475050977018,0.8894837494907859,0.9576192371422283,0.8941182560056468,0.9149921869340907
swa,0.9217492414356778,0.9368218574161193,0.922775980862984,0.8686133223920789,0.912490100526715
ibo,0.9271111297521909,0.8216320734756765,0.9250227732497305,0.9391377948024117,0.9032259428200023
sna,0.9418064540226754,0.8128159966527997,0.9129282105420455,0.9343776462574575,0.9004820768687445
zul,0.8852195347541083,0.8548972325709975,0.9356665780430549,0.9076997091233576,0.8958707636228795
tsn,0.893802595740674,0.8498833056443941,0.9268909655558735,0.9094751084200331,0.8950129938402437
xho,0.9156684307259458,0.7820030903101708,0.9146343109566518,0.9281483826709612,0.8851135536659325
hau,0.9362266255706576,0.7702286566722135,0.9141568420166872,0.9154037599177298,0.8840039710443222
wol,0.9264062521063999,0.781725270639777,0.9231271086499963,0.8907552588410557,0.8805034725593072
mos,0.9160756554407022,0.8145820249607516,0.9194189374948207,0.8534271302800821,0.8758759370440892
pcm,0.940808985630875,0.8974298210733913,0.880614417595834,0.7533960578938123,0.8680623205484782
ewe,0.922917514303807,0.8601183447551671,0.9311869952752094,0.7493107997610131,0.8658834135237992
bam,0.9005602629763381,0.8272317192870553,0.8388965439681919,0.8606326078174328,0.8568302835122545
fon,0.9126558188779361,0.743549577306915,0.889488684603248,0.7714272099066714,0.8292803226736926
yor,0.8254272746698266,0.6535290883715681,0.8928039949374416,0.8213186543595965,0.7982697530846081
bbj,0.9193874071497475,0.614852770327991,0.8030420992238687,0.7582796560759035,0.7738904831943778
