,LOC,DATE,PER,ORG,Mean
lug,0.6346735,0.5728213,0.6775877,0.6421439,0.6318066
kin,0.59329605,0.56128895,0.62513846,0.5982473,0.5944927
nya,0.55323625,0.556157,0.6208669,0.5714246,0.5754212
xho,0.5646963,0.5783371,0.554852,0.58357334,0.5703647
sna,0.5604417,0.5690046,0.5630237,0.57076275,0.5658082
zul,0.5605831,0.5266171,0.5861125,0.556249,0.55739045
luo,0.5493029,0.5255324,0.6024356,0.5506974,0.55699205
tsn,0.5125212,0.5244255,0.5916953,0.5504168,0.54476476
wol,0.5239328,0.5057369,0.5630919,0.5520841,0.53621143
hau,0.51030517,0.5392348,0.533586,0.5209438,0.5260175
ibo,0.53792506,0.51310354,0.53941613,0.50792456,0.52459234
twi,0.50124943,0.47989,0.5669012,0.51547134,0.51587796
bam,0.5017028,0.5174756,0.53031015,0.49418387,0.5109181
mos,0.46781325,0.4759716,0.525702,0.506827,0.49407846
swa,0.45681387,0.47718668,0.538288,0.47557497,0.4869659
ewe,0.4682894,0.46068996,0.50963855,0.50227475,0.48522317
pcm,0.4553444,0.42660058,0.5291961,0.4655818,0.46918073
fon,0.45032287,0.40434685,0.48613968,0.4629783,0.45094693
yor,0.42090356,0.4278448,0.44126946,0.41165024,0.425417
bbj,0.39809513,0.40320072,0.4659229,0.4126203,0.41995978
