,ORG,PER,LOC,DATE,Mean
lug,0.9040915,0.94825447,0.7939751,0.62316054,0.8173704
kin,0.9064385,0.88644123,0.8567132,0.6126038,0.81554914
wol,0.8432071,0.8597342,0.8187475,0.61719364,0.78472066
hau,0.8165252,0.8306037,0.81405306,0.66563505,0.7817043
luo,0.87546635,0.86063164,0.76582813,0.61724555,0.7797929
ewe,0.83880746,0.8189353,0.8095315,0.6450362,0.7780776
pcm,0.8529151,0.8338403,0.801895,0.62044877,0.7772748
tsn,0.86222166,0.77003175,0.8298901,0.6424662,0.7761524
ibo,0.8362808,0.86202896,0.779186,0.61092174,0.7721044
twi,0.8403684,0.84387743,0.7799084,0.6143708,0.76963127
swa,0.8536621,0.83114016,0.75867414,0.63021255,0.76842225
mos,0.8394288,0.85127,0.7532938,0.6205993,0.766148
sna,0.8713381,0.71255666,0.8028587,0.6413204,0.7570185
bam,0.7963474,0.833733,0.7494693,0.64457613,0.75603145
nya,0.8662847,0.72820586,0.7708738,0.6217414,0.74677646
bbj,0.7998885,0.8291435,0.7365626,0.6142183,0.7449532
yor,0.8084583,0.7598959,0.76521033,0.63968956,0.74331355
xho,0.69584394,0.6821184,0.7606225,0.753129,0.72292846
zul,0.76156497,0.7142935,0.65390956,0.71792567,0.71192336
fon,0.77448106,0.6934256,0.7525867,0.6112474,0.7079352
