,ORG,DATE,LOC,PER,Mean
lug,0.9999592528816829,0.9999440473034603,0.9999822379972775,0.9999893751633455,0.9999687283364416
twi,0.9999814810508185,0.9998670146475114,0.9999422050558204,0.9999582299955753,0.9999372326874315
nya,0.9999832667647164,0.9997558156427845,0.9999234329998411,0.9999788617858045,0.9999103442982866
kin,0.9999781773447921,0.9997485801593889,0.9998925560382081,0.9999891575613186,0.999902117775927
mos,0.9999787532003116,0.999779878911648,0.9998571863306653,0.9999886442949337,0.9999011156843898
luo,0.9999680261476557,0.9997306676382709,0.9999119490749027,0.9999775178847616,0.9998970401863977
tsn,0.9999653595529242,0.9997112454336275,0.9999189601494317,0.999988876147404,0.9998961103208469
zul,0.9999680403599079,0.9998250562421386,0.9997982510479505,0.999951458446243,0.99988570152406
bam,0.9999188143939893,0.9998108553789217,0.9998084157860128,0.9999456598749364,0.999870936358465
wol,0.9999725650811967,0.9996004585891349,0.999877885333632,0.9999819813734887,0.9998582225943631
swa,0.9998575984123319,0.9997523430091863,0.9999337675154096,0.9998765194543843,0.9998550570978281
sna,0.9999717436923461,0.9995570356352526,0.9999155449230205,0.9999547751293056,0.9998497748449813
xho,0.9999562452075819,0.9997621698868228,0.9997238205074633,0.9999417624666794,0.9998459995171368
bbj,0.9999347368549136,0.9996796217406686,0.9996932561104849,0.9999847757355627,0.9998230976104074
ewe,0.9999592871038216,0.9995545806269835,0.9998942177623696,0.999776221415399,0.9997960767271435
yor,0.9999530389266441,0.9995609344279824,0.9996982835634948,0.9999436014737879,0.9997889645979774
ibo,0.9996699975122636,0.999482162301631,0.9997913784488565,0.9999877068210279,0.9997328112709447
pcm,0.999936772627658,0.9997635696088172,0.9987265276235383,0.999663364561177,0.9995225586052976
fon,0.999905091927419,0.9997964381596921,0.9977436084584466,0.9999676482738346,0.999353196704848
hau,0.9966924165443188,0.9912976915081726,0.9977510097990905,0.9996816357716579,0.9963556884058099
