,LOC,PER,DATE,ORG,Mean
kin,0.8879103,0.66785216,0.92221403,0.92989135,0.851967
lug,0.8833808,0.64963686,0.9097234,0.9313289,0.8435174
sna,0.8725971,0.58723986,0.93269545,0.91139233,0.82598114
xho,0.85731375,0.60463387,0.9361178,0.8920486,0.82252854
nya,0.8173845,0.65711355,0.88752496,0.9278778,0.8224752
luo,0.86416274,0.63552046,0.8503743,0.87863404,0.80717283
zul,0.83141553,0.63588524,0.873698,0.88205147,0.8057625
twi,0.84189296,0.62227476,0.8506212,0.88978887,0.8011444
wol,0.8330083,0.64394236,0.8400488,0.87293684,0.79748404
swa,0.8074862,0.6529504,0.8382385,0.86503994,0.7909287
tsn,0.77323425,0.631825,0.8674977,0.88897085,0.7903819
ibo,0.86490494,0.58127964,0.8778908,0.828588,0.78816587
hau,0.7833642,0.62463427,0.85976684,0.8549224,0.78067195
bam,0.83973956,0.57265556,0.81739545,0.8152769,0.7612669
ewe,0.7638951,0.5544205,0.77726734,0.82994545,0.73138213
pcm,0.7847386,0.6267458,0.6633688,0.8441144,0.72974193
mos,0.78144145,0.5496485,0.719739,0.83618915,0.72175455
fon,0.746637,0.5613301,0.7206124,0.81904733,0.7119067
bbj,0.6807544,0.582253,0.7113794,0.730384,0.6761927
yor,0.68929523,0.5231121,0.76486903,0.7115962,0.67221814
