,PER,ORG,LOC,DATE
bam,0.9671345949172974,0.8788003921508789,0.9555619955062866,
bbj,0.9557135105133057,0.9448093175888062,0.8996084928512573,
ewe,0.9573982357978821,0.9602406620979309,0.9425153136253357,
fon,0.9519285559654236,0.9385983347892761,0.9405496716499329,
hau,0.9704821109771729,0.9748382568359375,0.9470247626304626,
ibo,0.9692497253417969,0.9695760607719421,0.9572277665138245,
kin,0.9741087555885315,0.9795435070991516,0.9739177823066711,
lug,0.9761017560958862,0.9724844098091125,0.9730204343795776,
luo,0.9672534465789795,0.9737227559089661,0.9711155295372009,
mos,0.9584971070289612,0.956933856010437,0.9506660103797913,
nya,0.9801344275474548,0.9784671068191528,0.9527131915092468,
pcm,0.9654421806335449,0.9422258734703064,0.9480115175247192,
sna,0.9747298955917358,0.9744222164154053,0.9383315443992615,
swa,0.9588958024978638,0.9596982598304749,0.9555777907371521,
tsn,0.9688671827316284,0.9724707007408142,0.9453591108322144,
twi,0.9740477204322815,0.9816727042198181,0.9681212306022644,
wol,0.9683324694633484,0.9652035236358643,0.9317101240158081,
xho,0.9286079406738281,0.9681481719017029,0.9399399757385254,
yor,0.9198272824287415,0.9455288648605347,0.9041449427604675,
zul,0.9619178771972656,0.9754483103752136,0.9500899314880371,
