,DATE,LOC,ORG,PER
bam,,0.8008401393890381,0.6966559886932373,0.8008884787559509
bbj,,0.6292054653167725,0.7292158007621765,0.7487195730209351
ewe,,0.7698713541030884,0.8084229230880737,0.7923122644424438
fon,,0.7223284840583801,0.7368223071098328,0.746379554271698
hau,,0.7499095797538757,0.8512414693832397,0.861381471157074
ibo,,0.807988166809082,0.8222679495811462,0.8471495509147644
kin,,0.8938317894935608,0.9128023386001587,0.8592991828918457
lug,,0.8939433693885803,0.8895614147186279,0.8958577513694763
luo,,0.8680318593978882,0.8454216122627258,0.8384644389152527
mos,,0.7380547523498535,0.7991859912872314,0.8009934425354004
nya,,0.8097236752510071,0.8825816512107849,0.9089739322662354
pcm,,0.7466630935668945,0.7369948029518127,0.8249070048332214
sna,,0.7830426096916199,0.8612233400344849,0.8524817228317261
swa,,0.8164868950843811,0.8157451152801514,0.8101611137390137
tsn,,0.7681792974472046,0.8684693574905396,0.8417109847068787
twi,,0.8504517674446106,0.8824369311332703,0.863400399684906
wol,,0.685282826423645,0.8255205750465393,0.8289225697517395
xho,,0.7617229223251343,0.8395845293998718,0.7202069759368896
yor,,0.612073540687561,0.7165346741676331,0.6544510722160339
zul,,0.7779064774513245,0.8814876675605774,0.8167486190795898
