,DATE,LOC,ORG,PER
bam,0.9053939580917358,0.8728913068771362,0.8809154033660889,0.9323397874832153
bbj,0.8403354287147522,0.7244025468826294,0.885282039642334,0.9405844807624817
ewe,0.7449340224266052,0.8968244194984436,0.9323315620422363,0.945773720741272
fon,0.8661472201347351,0.8119538426399231,0.9181123375892639,0.9297976493835449
hau,0.9297606945037842,0.8165582418441772,0.9474616646766663,0.9459317922592163
ibo,0.9542113542556763,0.8433595299720764,0.9459659457206726,0.9426066875457764
kin,0.9428331255912781,0.9503538012504578,0.9575030207633972,0.954308807849884
lug,0.8927069902420044,0.9297186136245728,0.9391433596611023,0.9824647307395935
luo,0.9377174377441406,0.924156665802002,0.9351058006286621,0.9466516375541687
mos,0.7938624024391174,0.8581646084785461,0.9254899621009827,0.9378916025161743
nya,0.9190825819969177,0.9017660021781921,0.9605530500411987,0.9578752517700195
pcm,0.7553063631057739,0.8942390084266663,0.8949601650238037,0.9392812848091125
sna,0.9576607346534729,0.8630562424659729,0.9519544243812561,0.9571880102157593
swa,0.8731417059898376,0.9271485209465027,0.906832754611969,0.9374627470970154
tsn,0.9329716563224792,0.8792272806167603,0.9269241690635681,0.9397183656692505
twi,0.9049414992332458,0.9222360253334045,0.9592994451522827,0.9543796181678772
wol,0.929090678691864,0.8350959420204163,0.9394684433937073,0.9430258274078369
xho,0.963200032711029,0.7962802648544312,0.9364439249038696,0.9256260395050049
yor,0.866439938545227,0.713536262512207,0.9147008657455444,0.863923966884613
zul,0.9387301206588745,0.859201192855835,0.9542441368103027,0.921016275882721
