,ORG,DATE,LOC,PER
bam,0.9999476671218872,0.9999497532844543,0.9999693036079407,0.9999830722808838
bbj,0.9999688863754272,0.9998785853385925,0.9998720288276672,0.9999793767929077
ewe,0.9999787211418152,0.9991271495819092,0.9999690055847168,0.999976396560669
fon,0.9999765753746033,0.9999531507492065,0.9998952746391296,0.9999703764915466
hau,0.9999744296073914,0.9999738335609436,0.9997839331626892,0.9999810457229614
ibo,0.9999763369560242,0.9999816417694092,0.9998992085456848,0.9999896287918091
kin,0.9999876618385315,0.9999564290046692,0.9999476075172424,0.9999850988388062
lug,0.9999740719795227,0.9999517202377319,0.9999750256538391,0.9999600648880005
luo,0.9999600648880005,0.999971866607666,0.999936044216156,0.9998970031738281
mos,0.9999720454216003,0.9998947381973267,0.9998743534088135,0.99996018409729
nya,0.9999695420265198,0.9999425411224365,0.9998209476470947,0.9999921321868896
pcm,0.9999487996101379,0.9997564554214478,0.9999836683273315,0.9999833703041077
sna,0.9999573230743408,0.9999665021896362,0.9997290968894958,0.9999618530273438
swa,0.9999580383300781,0.9999138712882996,0.999944806098938,0.9999594688415527
tsn,0.9999578595161438,0.9999580383300781,0.9999605417251587,0.9999790191650391
twi,0.9999799132347107,0.9998618960380554,0.999971866607666,0.9999830722808838
wol,0.9999617338180542,0.9999672174453735,0.9998554587364197,0.999983012676239
xho,0.9999713897705078,0.9999643564224243,0.999717116355896,0.9999613165855408
yor,0.9999604225158691,0.9999380111694336,0.9998162984848022,0.9999631643295288
zul,0.999984085559845,0.9999692440032959,0.9998732209205627,0.9999603033065796
