,PER,ORG,LOC,DATE
bam,,0.9239134192466736,0.8332735300064087,
bbj,,0.9334689378738403,0.6929635405540466,
ewe,0.9695539474487305,0.952454686164856,,
fon,0.9588750004768372,0.9589226245880127,0.7830992937088013,
hau,0.9790534973144531,0.9566165208816528,0.7269909977912903,
ibo,,0.9521657824516296,0.7855092287063599,
kin,0.9781836271286011,0.9586467742919922,0.8303250074386597,
lug,0.9684160947799683,0.9583227634429932,,
luo,0.9749544858932495,0.9411813616752625,,
mos,0.94899582862854,0.9451123476028442,,
nya,0.9662932753562927,0.9274952411651611,0.7430341243743896,
pcm,0.9822025895118713,,0.879944384098053,
sna,0.9747561812400818,0.9180455207824707,0.7339335083961487,
swa,0.9777513742446899,0.9239282608032227,0.9123081564903259,
tsn,,0.9357426166534424,0.7897314429283142,
twi,0.9818541407585144,0.961841344833374,0.8982755541801453,
wol,0.9802199006080627,0.9404362440109253,0.7050277590751648,
xho,0.9324421882629395,,0.647216260433197,
yor,,0.9321737289428711,0.6284602880477905,
zul,0.9574775695800781,,0.6702107191085815,
