,PER,ORG,LOC,DATE
bam,0.9689775109291077,0.964167058467865,0.9565802216529846,
bbj,0.9881802797317505,0.9759737849235535,0.9099467992782593,
ewe,0.9781492948532104,0.9825959205627441,0.9673231840133667,
fon,0.9723412990570068,0.9854980111122131,0.9322651028633118,
hau,0.9888291358947754,0.9772140383720398,0.9242266416549683,
ibo,,0.9826869964599609,0.9408837556838989,
kin,0.9860100746154785,0.9821644425392151,0.9545258283615112,
lug,0.9717268347740173,0.9843468070030212,,
luo,0.9856681227684021,0.97502601146698,,
mos,0.9781482815742493,0.9771500825881958,0.9312593340873718,
nya,0.9933825731277466,0.9817266464233398,0.9314320087432861,
pcm,0.9924044013023376,0.9528371095657349,0.9723151922225952,
sna,0.9835078716278076,0.9647979140281677,0.9429507255554199,
swa,0.9861355423927307,0.9698444604873657,0.9822856187820435,
tsn,,0.9779698848724365,0.9311079978942871,
twi,0.9917787313461304,0.9891049265861511,0.9758085012435913,
wol,0.9882290363311768,0.9717803597450256,0.9380415678024292,
xho,0.9519920945167542,0.9779953360557556,0.9270150661468506,
yor,,0.9786362051963806,0.8713262677192688,
zul,0.9714805483818054,0.9800270795822144,0.9228579998016357,
