,LOC,ORG,PER,DATE,Mean
nya,0.9932901161234402,0.9911721954505271,0.97429871568151,0.9856836659252927,0.9861111732951925
lug,0.9931085749049058,0.9917171692309277,0.9732408283676042,0.9855433845651663,0.985902489267151
kin,0.9935237925958823,0.9891668563149018,0.9702809803712014,0.9871896869424562,0.9850403290561104
sna,0.9907925903127902,0.9883057431044983,0.9712806023434076,0.9881280256309934,0.9846267403479224
xho,0.9893002953619467,0.9868793170791174,0.9585172787009746,0.991346838262402,0.9815109323511102
tsn,0.9812570771848944,0.9849380405680527,0.9678942929435046,0.9853717405508302,0.9798652878118205
zul,0.9808575781773684,0.9841213623205983,0.9697946761827715,0.9827636520884045,0.9793843171922857
luo,0.9886821053967095,0.9822858194964816,0.963454321330866,0.9808310596117654,0.9788133264589557
hau,0.9778953688717297,0.9808262643020217,0.9651904466691618,0.9824877591945677,0.9765999597593702
wol,0.9803768961588349,0.9800342974801104,0.9651907935036421,0.9679617038421553,0.9733909227461857
ibo,0.9825271312516188,0.9663217190985703,0.9638249568899901,0.965384621039827,0.9695146070700016
swa,0.9713726780156324,0.9691447951093479,0.9631419795956617,0.9716023438970287,0.9688154491544176
twi,0.971742264793989,0.9795527951278129,0.9506313638703843,0.9659979253548882,0.9669810872867685
bam,0.9595562831155096,0.9639568391677985,0.9574651912202965,0.9797262730306442,0.9651761466335622
ewe,0.9707549208237467,0.9690536973115436,0.9456990018923416,0.9699464583960665,0.9638635196059246
mos,0.9648565816274348,0.9711616202065975,0.9544870061132027,0.9577694745580249,0.962068670626315
yor,0.9510490758300931,0.9585063527860792,0.9469866744394201,0.9503426024221884,0.9517211763694453
pcm,0.9523688113174276,0.9469973307689813,0.9378757956759588,0.9345741648003277,0.9429540256406739
fon,0.9375394667484884,0.9314544413570073,0.9327990003570493,0.8669076062017234,0.9171751286660671
bbj,0.8834404058378148,0.9144597401182951,0.9357883217705166,0.9092605473470274,0.9107372537684135
