,DATE,LOC,PER,ORG
bam,,,,0.9545965790748596
bbj,,,,0.9717102646827698
ewe,,,0.9312542676925659,0.9716516733169556
fon,,,0.9382960200309753,
hau,,,0.9406792521476746,0.9062264561653137
ibo,,0.9617847800254822,,0.969038188457489
kin,,,,0.9624962210655212
lug,,,0.8953778147697449,0.9608476758003235
luo,,,0.9237130880355835,0.960406482219696
mos,,,0.9204776883125305,0.9699761867523193
nya,,,,0.9720582962036133
pcm,,0.9807825088500977,0.9378138184547424,
sna,,0.973393976688385,0.9103524088859558,
swa,,,0.9295949339866638,
tsn,,0.9737734794616699,,0.9745537042617798
twi,,,0.936863124370575,
wol,,,,0.964871346950531
xho,,0.965105414390564,0.9172543883323669,
yor,,0.9379304051399231,,0.9668739438056946
zul,,0.9733758568763733,,
