,DATE,LOC,PER,ORG
bam,0.9671323895454407,0.9713253974914551,0.9810338020324707,0.9556077122688293
bbj,0.9565067291259766,0.9402300715446472,0.984125554561615,0.9767773151397705
ewe,0.9411091804504395,0.9707357883453369,0.979938268661499,0.9818825721740723
fon,0.9562366604804993,0.9642865061759949,0.9740633964538574,0.979153573513031
hau,0.9432891011238098,0.9543434977531433,0.9736680388450623,0.9690201878547668
ibo,0.9811939597129822,0.9418433308601379,0.984254002571106,0.9799780249595642
kin,0.9773401618003845,0.9766987562179565,0.9798656702041626,0.9618815183639526
lug,0.9838325381278992,0.9859472513198853,0.966033935546875,0.96628737449646
luo,0.9735559821128845,0.9841437339782715,0.9800856113433838,0.9575133323669434
mos,0.958283007144928,0.965106189250946,0.9758913516998291,0.9768057465553284
nya,0.9527760744094849,0.9679781198501587,0.9870607852935791,0.9778850078582764
pcm,0.9187335968017578,0.9729304313659668,0.9848527908325195,0.9600051641464233
sna,0.9689971208572388,0.9619503021240234,0.9792026877403259,0.9696959853172302
swa,0.9305768609046936,0.9838818311691284,0.9794991612434387,0.9428126215934753
tsn,0.9772762060165405,0.9781054854393005,0.9844633340835571,0.9760866165161133
twi,0.9715576767921448,0.9857314229011536,0.9855664968490601,0.9850937724113464
wol,0.9805352091789246,0.9511383175849915,0.9830355048179626,0.9655349850654602
xho,0.9612442255020142,0.9488312005996704,0.964583158493042,0.9699167013168335
yor,0.9665933847427368,0.9088046550750732,0.9746724963188171,0.9655369520187378
zul,0.9720836281776428,0.9659900069236755,0.9798395037651062,0.9745895862579346
