,LOC,DATE,PER,ORG,Mean
kin,0.9427902944527279,0.9131444942605343,0.9525945285098205,0.9575304753198329,0.9415149481357289
lug,0.9635674754316496,0.8697081063187219,0.9911619721026109,0.9361613863695655,0.9401497350556369
luo,0.9249289123116275,0.8960468981298328,0.971076177328845,0.9583150208031266,0.937591752143358
twi,0.9365407830989235,0.8772463839490192,0.9671743824324807,0.9680831154448314,0.9372611662313137
swa,0.9489473902511546,0.8632534971539482,0.9644419149689374,0.9574578653106931,0.9335251669211833
ibo,0.894027626372392,0.9333069499379617,0.9541795244895354,0.9490854499928764,0.9326498876981913
sna,0.841050659061622,0.9489596808754784,0.9501431408244995,0.9406248574886242,0.920194584562556
nya,0.8731136368948103,0.8892137940717909,0.9461518388893513,0.9661569417297197,0.918659052896418
ewe,0.9295392619118806,0.77485186092333,0.964203158360246,0.948057995322881,0.9041630691295844
tsn,0.8022251307622975,0.904237895167552,0.9488205640479901,0.9537262742011977,0.9022524660447594
hau,0.7772271255804057,0.9148217139491641,0.9590185924977236,0.9523730535779265,0.900860121401305
zul,0.8415059247827211,0.9024090736133669,0.9112022502869772,0.9427982840368532,0.8994788831799796
wol,0.7880919234471939,0.8819921933893782,0.945056470094863,0.9500360333864902,0.8912941550794814
bam,0.8588637391486231,0.8593296688720845,0.9508990309215931,0.8934543990874387,0.8906367095074349
xho,0.7606130157309351,0.9494239510330517,0.9225620535785988,0.9056280361961383,0.8845567641346809
pcm,0.9330610096707225,0.7041678168612061,0.9671348162840112,0.9300081931145574,0.8835929589826244
fon,0.8061742105128051,0.828048689171012,0.9491588847451609,0.9366495102883438,0.8800078236793304
mos,0.7995799482987186,0.8156103167205809,0.9473811161034477,0.9470661767697957,0.8774093894731357
bbj,0.6606189357173282,0.7889148168607163,0.9663884879790968,0.860736076751827,0.8191645793272421
yor,0.6400012866838536,0.8221773010697585,0.8655404194015458,0.9196082000674192,0.8118318018056443
