,DATE,PER,LOC,ORG,Mean
kin,,0.8592991828918457,0.7808965444564819,0.8496532440185547,0.8299496571222941
twi,,0.8683624863624573,0.7432287335395813,0.8430983424186707,0.8182298541069031
nya,,0.8930545449256897,0.7210310101509094,0.8233715295791626,0.8124856948852539
sna,,0.8524817228317261,0.73940110206604,0.825756847858429,0.8058798909187317
lug,,0.8408375978469849,0.7049917578697205,0.8453798294067383,0.7970697283744812
zul,,0.8167486190795898,0.7226992249488831,0.8417347073554993,0.7937275171279907
hau,,0.8601502180099487,0.6968266367912292,0.8231639862060547,0.7933802803357443
tsn,,0.8245267868041992,0.7130909562110901,0.8360693454742432,0.7912290294965109
ibo,,0.8435678482055664,0.7260446548461914,0.7950237393379211,0.7882120807965597
luo,,0.8386030197143555,0.7645259499549866,0.7000516057014465,0.7677268584569296
swa,,0.8101611137390137,0.7545095086097717,0.7381337285041809,0.7676014502843221
mos,,0.8076950907707214,0.6649487018585205,0.7859691977500916,0.7528709967931112
wol,,0.8289225697517395,0.6223832964897156,0.7957556843757629,0.749020516872406
ewe,,0.7923122644424438,0.6899830102920532,0.7535330057144165,0.7452760934829712
bam,,0.79766446352005,0.7344854474067688,0.6863363981246948,0.7394954363505045
xho,,0.7202069759368896,0.6624610424041748,0.8113487958908081,0.7313389380772909
pcm,,0.8249070048332214,0.6597266793251038,0.6667054891586304,0.7171130577723185
fon,,0.7455101609230042,0.6688989400863647,0.7349835634231567,0.7164642214775085
bbj,,0.7487195730209351,0.5399984121322632,0.7101992964744568,0.6663057605425516
yor,,,0.49862343072891235,0.6755584478378296,0.587090939283371
