,LOC,PER,DATE,ORG
bam,0.9999793767929077,0.999949038028717,0.9999857544898987,0.9999858140945435
bbj,0.9999818801879883,0.9999552369117737,0.999977171421051,0.9999910593032837
ewe,0.9999930262565613,0.9999456405639648,0.9999820590019226,0.9999899864196777
fon,0.9999785423278809,0.9999442100524902,0.9999614357948303,0.9999895691871643
hau,0.9999871850013733,0.9999411702156067,0.9999686479568481,0.9999889135360718
ibo,0.9999802708625793,0.9999552965164185,0.9999947547912598,0.9999805092811584
kin,0.9999966621398926,0.9999611377716064,0.9999911189079285,0.9999911189079285
lug,0.9999933838844299,0.9999617338180542,0.9999901652336121,0.9999916553497314
luo,0.9999949932098389,0.999962568283081,0.9999908208847046,0.9999828934669495
mos,0.9999760389328003,0.9999442100524902,0.9999802708625793,0.9999902248382568
nya,0.999995768070221,0.9999600648880005,0.9999918937683105,0.9999895095825195
pcm,0.9999876022338867,0.9999518990516663,0.9999762773513794,0.9999853372573853
sna,0.9999843239784241,0.99995356798172,0.9999879598617554,0.9999933242797852
swa,0.9999935030937195,0.9999537467956543,0.9999796152114868,0.9999827742576599
tsn,0.9999855160713196,0.9999608993530273,0.9999939799308777,0.9999847412109375
twi,0.9999866485595703,0.9999306201934814,0.999972939491272,0.9999915957450867
wol,0.999991238117218,0.9999546408653259,0.9999898076057434,0.9999879002571106
xho,0.999984860420227,0.9999540448188782,0.9999935030937195,0.9999942183494568
yor,0.9999843239784241,0.9999594688415527,0.9999865889549255,0.9999916553497314
zul,0.9999896287918091,0.9999591112136841,0.9999942779541016,0.999994158744812
