,LOC,PER,DATE,ORG
bam,0.9999988675117493,0.9999967813491821,0.9999992847442627,0.9999994039535522
bbj,0.999998927116394,0.9999971389770508,0.999998927116394,0.9999995827674866
ewe,0.9999996423721313,0.9999964237213135,0.9999991655349731,0.9999995827674866
fon,0.9999988079071045,0.999996542930603,0.9999977350234985,0.9999995827674866
hau,0.9999992847442627,0.9999964237213135,0.9999982118606567,0.9999994039535522
ibo,0.9999988079071045,0.999997615814209,0.9999997019767761,0.9999989867210388
kin,0.9999998807907104,0.9999976754188538,0.9999995231628418,0.9999997019767761
lug,0.9999997019767761,0.9999978542327881,0.9999995827674866,0.9999997019767761
luo,0.9999998807907104,0.9999975562095642,0.9999996423721313,0.9999991059303284
mos,0.9999987483024597,0.9999969601631165,0.9999989867210388,0.9999995827674866
nya,0.9999997615814209,0.9999977350234985,0.9999996423721313,0.9999995231628418
pcm,0.999999463558197,0.9999971985816956,0.9999987483024597,0.9999992847442627
sna,0.9999987483024597,0.9999973177909851,0.999999463558197,0.9999998211860657
swa,0.9999995827674866,0.9999972581863403,0.9999988079071045,0.9999990463256836
tsn,0.9999993443489075,0.9999977350234985,0.9999995827674866,0.9999992251396179
twi,0.9999993443489075,0.9999961256980896,0.9999983906745911,0.9999996423721313
wol,0.9999996423721313,0.9999974966049194,0.9999995827674866,0.9999995231628418
xho,0.9999991655349731,0.999997079372406,0.9999997019767761,0.9999998211860657
yor,0.9999991655349731,0.9999979138374329,0.9999993443489075,0.9999996423721313
zul,0.9999995231628418,0.9999974370002747,0.9999998211860657,0.9999995827674866
