,LOC,PER,DATE,ORG
bam,0.9992098808288574,0.9433081746101379,,0.9992652535438538
bbj,0.9990505576133728,0.9428589940071106,,0.9984935522079468
ewe,0.9991834163665771,0.9579301476478577,,0.9987007975578308
fon,0.9990987777709961,0.9695014357566833,,0.9985735416412354
hau,0.9985160231590271,0.9437252879142761,,0.9992479085922241
ibo,0.9995916485786438,0.9418809413909912,,0.9981114864349365
kin,0.999299168586731,0.9432821869850159,,0.995379626750946
lug,0.998870313167572,0.9513037800788879,,0.9989879131317139
luo,0.9995850324630737,0.9518841505050659,,0.9979984760284424
mos,0.9987726211547852,0.9492163062095642,,0.9993740916252136
nya,0.9996200799942017,0.954525887966156,,0.9991134405136108
pcm,0.9995150566101074,0.9516825079917908,,0.998908281326294
sna,0.999714732170105,0.9471462965011597,,0.9991632103919983
swa,0.9994468688964844,0.9525736570358276,,0.998675525188446
tsn,0.9962196350097656,0.9500496983528137,,0.9945346713066101
twi,0.9995459318161011,0.9513852596282959,,0.9994808435440063
wol,0.9995889663696289,0.9535086154937744,,0.9984370470046997
xho,0.9988695979118347,0.9684927463531494,,0.9926819205284119
yor,0.998820960521698,0.9557583928108215,,0.9991224408149719
zul,0.9890562891960144,0.9782618880271912,,0.9919716119766235
