,PER,ORG,LOC,DATE,Mean
lug,0.87423205,0.83093464,0.8593105,0.80020046,0.8411694
kin,0.83215505,0.81990445,0.82468754,0.788058,0.81620127
nya,0.82022846,0.8160237,0.8089311,0.78362864,0.807203
luo,0.81555676,0.79648036,0.81158125,0.7814018,0.80125505
sna,0.7840121,0.80632156,0.8135195,0.7912463,0.79877484
tsn,0.81886494,0.80511403,0.7691103,0.78311676,0.7940515
wol,0.7969636,0.78021777,0.7948253,0.76637363,0.7845951
zul,0.7836814,0.774083,0.7768706,0.75270927,0.77183604
xho,0.78035367,0.7527128,0.7670031,0.74003494,0.7600261
twi,0.7856746,0.7611872,0.7471895,0.7381712,0.75805557
ibo,0.7707685,0.7495395,0.7549927,0.7567103,0.75800276
ewe,0.7702588,0.7627667,0.74931836,0.738522,0.7552165
bam,0.7706616,0.74078196,0.7550723,0.7519069,0.7546057
pcm,0.79442,0.7575059,0.74642825,0.7108977,0.75231296
mos,0.7559594,0.7568655,0.7457708,0.73097086,0.74739164
hau,0.7839047,0.737843,0.7457515,0.70223725,0.742434
swa,0.78152895,0.7387299,0.7198793,0.71381545,0.73848844
yor,0.7445219,0.72730315,0.726267,0.7205526,0.72966117
bbj,0.75232863,0.710214,0.70620865,0.6976243,0.71659386
fon,0.73747736,0.724416,0.7054815,0.6880669,0.71386045
