,DATE,ORG,PER,LOC,Mean
hau,0.9943567,0.99952984,0.99962527,0.99951667,0.9982571
ewe,0.99202937,0.99967825,0.99954003,0.99946064,0.9976771
tsn,0.9915588,0.99979365,0.99897003,0.9996193,0.99748546
xho,0.9986221,0.99662113,0.9958094,0.9988044,0.99746424
bam,0.99202293,0.99934465,0.99964845,0.99857914,0.99739873
yor,0.99125475,0.9994579,0.9987913,0.9988983,0.99710053
sna,0.9914509,0.99983925,0.9974309,0.99939805,0.9970297
swa,0.9896131,0.99975985,0.99963224,0.99876785,0.99694324
lug,0.98809916,0.99992204,0.9999813,0.9992991,0.99682534
zul,0.9976885,0.998819,0.9975045,0.99315584,0.99679196
pcm,0.98750234,0.9997574,0.9996492,0.99938387,0.9965732
wol,0.9866881,0.9997033,0.99978364,0.99953896,0.9964285
mos,0.98755205,0.99968505,0.999745,0.9986591,0.9964103
luo,0.9867114,0.9998505,0.99978733,0.9988992,0.9963121
kin,0.98547214,0.9999327,0.99987704,0.9997708,0.9962632
nya,0.9877614,0.9998145,0.99799794,0.9989821,0.99613893
twi,0.98599684,0.9996947,0.99970835,0.99912596,0.9961315
ibo,0.9850134,0.999673,0.9997942,0.9991089,0.9958974
bbj,0.985997,0.9993717,0.9996175,0.9982538,0.99581003
fon,0.98516935,0.9990478,0.9965136,0.9986499,0.99484515
