Language,Cosine_Similarity
lug,0.9564642
kin,0.9436274
twi,0.9342306
luo,0.9267918
bam,0.9233742
swa,0.92087245
nya,0.91707456
ibo,0.9168657
ewe,0.91263986
tsn,0.9105674
pcm,0.89775014
mos,0.88778335
hau,0.88715553
xho,0.87603647
sna,0.8718543
zul,0.87114835
wol,0.86531067
fon,0.8408916
bbj,0.8305106
yor,0.6832907
