,LOC,ORG,PER,DATE,Mean
pcm,0.9717488884925842,,0.9218329191207886,,0.9664007489170346
hau,,0.9699141383171082,0.926677405834198,,0.9652816312653678
ibo,0.9567340016365051,0.96443110704422,,,0.9605825543403625
mos,,0.968546450138092,0.8796843886375427,,0.9590255149773189
lug,,0.9662219285964966,0.8986806869506836,,0.9589853669915881
nya,,0.9584959745407104,,,0.9584959745407104
luo,,0.9590543508529663,0.9419561624526978,,0.9572224020957947
tsn,0.9513770341873169,0.9594576358795166,,,0.9554173350334167
kin,,0.9525396227836609,,,0.9525396227836609
bam,,0.9512527585029602,,,0.9512527585029602
ewe,,0.9515658020973206,0.9260947108268738,,0.9488367566040584
sna,0.9495580196380615,,0.9358700513839722,,0.9480914516108376
wol,,0.9479659795761108,,,0.9479659795761108
twi,,,0.9408328533172607,,0.9408328533172607
zul,0.9282421469688416,,,,0.9282421469688416
swa,,,0.9264135360717773,,0.9264135360717773
xho,0.9258726835250854,,0.9220845103263855,,0.9254668078252247
bbj,0.8837082386016846,0.9609004259109497,,,0.9223043322563171
yor,0.8709954023361206,0.9615212678909302,,,0.9162583351135254
fon,,,0.9012684226036072,,0.9012684226036072
