Language,Cosine_Similarity
lug,0.9622255
kin,0.94388676
twi,0.94006747
swa,0.9349151
ewe,0.9268217
luo,0.9265411
bam,0.9194829
ibo,0.91451114
nya,0.91187656
pcm,0.90966487
tsn,0.9074043
mos,0.8741846
hau,0.8729347
zul,0.8675239
sna,0.86030436
wol,0.852931
xho,0.8525347
fon,0.8351051
bbj,0.8164047
yor,0.75647295
