,ORG,DATE,PER,LOC
bam,0.9689633250236511,,,0.9639171361923218
bbj,0.9661437273025513,,0.9731680750846863,0.9376022219657898
ewe,0.9794013500213623,,0.9800729155540466,
fon,0.9697529077529907,,0.9738250374794006,0.9566044807434082
hau,0.9871745109558105,,0.9904955625534058,0.9693435430526733
ibo,0.9797070622444153,,,0.9728851914405823
kin,0.986341655254364,,0.9939199686050415,0.9730621576309204
lug,0.9916600584983826,,0.9929722547531128,
luo,0.9803611636161804,,0.9866085052490234,
mos,0.9800542593002319,,0.9857338666915894,0.9607096910476685
nya,0.9872219562530518,,0.9911400079727173,0.9712278842926025
pcm,0.9496206045150757,,0.9715737104415894,0.9350380301475525
sna,0.9877334237098694,,0.9917330145835876,0.973313570022583
swa,0.9617666006088257,,0.9717051982879639,0.9496742486953735
tsn,0.9825982451438904,,,0.9630124568939209
twi,0.9867557883262634,,0.9872906804084778,0.967889130115509
wol,0.9826216697692871,,0.9846094250679016,0.9628657102584839
xho,,,0.9793431758880615,0.9696369171142578
yor,0.953348696231842,,,0.9310084581375122
zul,,,0.9899243116378784,0.966627299785614
