layer,model,rank_type,language,swd_mean
1,afroxlmr,top5,kin,0.009909654958619285
1,afroxlmr,top5,wol,0.010345960095037299
1,afroxlmr,top5,ibo,0.010395550497605655
1,afroxlmr,top5,luo,0.010396841645388122
1,afroxlmr,top5,twi,0.01039899656552734
1,afroxlmr,worst5,hau,0.012642350759733745
1,afroxlmr,worst5,fon,0.012444740374576213
1,afroxlmr,worst5,yor,0.011917237058696628
1,afroxlmr,worst5,bam,0.011838483428050495
1,afroxlmr,worst5,mos,0.011800189310406495
2,afroxlmr,top5,kin,0.006373965464263165
2,afroxlmr,top5,twi,0.006728771400617006
2,afroxlmr,top5,zul,0.006787525235722569
2,afroxlmr,top5,luo,0.007056277546666934
2,afroxlmr,top5,tsn,0.007110022354822831
2,afroxlmr,worst5,hau,0.008842614283025796
2,afroxlmr,worst5,pcm,0.00868836043423471
2,afroxlmr,worst5,yor,0.008542897593883936
2,afroxlmr,worst5,swa,0.008537801116631272
2,afroxlmr,worst5,bam,0.008522903373318513
3,afroxlmr,top5,luo,0.006507691865749621
3,afroxlmr,top5,kin,0.006710352074264847
3,afroxlmr,top5,tsn,0.006752947940071863
3,afroxlmr,top5,twi,0.0068327868373216916
3,afroxlmr,top5,zul,0.00691154986930087
3,afroxlmr,worst5,hau,0.00895830523040786
3,afroxlmr,worst5,yor,0.008689799534636222
3,afroxlmr,worst5,pcm,0.008433449546487282
3,afroxlmr,worst5,xho,0.008201261871818133
3,afroxlmr,worst5,swa,0.008130396628075687
4,afroxlmr,top5,tsn,0.007164850760091213
4,afroxlmr,top5,twi,0.007219735620765277
4,afroxlmr,top5,lug,0.00770766372113485
4,afroxlmr,top5,ibo,0.007799876704552844
4,afroxlmr,top5,luo,0.007815516755272256
4,afroxlmr,worst5,yor,0.009611184752316149
4,afroxlmr,worst5,pcm,0.009557507027352585
4,afroxlmr,worst5,xho,0.009507746963777208
4,afroxlmr,worst5,hau,0.009266902098261198
4,afroxlmr,worst5,swa,0.009177770319411138
5,afroxlmr,top5,mos,0.007871210661960504
5,afroxlmr,top5,tsn,0.007977728085582688
5,afroxlmr,top5,nya,0.008017969129468838
5,afroxlmr,top5,bbj,0.008029272319921196
5,afroxlmr,top5,lug,0.008040239687034045
5,afroxlmr,worst5,yor,0.009636771154722132
5,afroxlmr,worst5,xho,0.009519852873684917
5,afroxlmr,worst5,fon,0.009430166221288042
5,afroxlmr,worst5,bam,0.00908427354079322
5,afroxlmr,worst5,luo,0.00902929916477054
6,afroxlmr,top5,lug,0.007238740703845299
6,afroxlmr,top5,nya,0.007259759118369402
6,afroxlmr,top5,twi,0.007290239737055042
6,afroxlmr,top5,zul,0.007552344074307864
6,afroxlmr,top5,tsn,0.007707367919768633
6,afroxlmr,worst5,yor,0.009467682435418586
6,afroxlmr,worst5,hau,0.009268586852461643
6,afroxlmr,worst5,mos,0.009014136495655597
6,afroxlmr,worst5,swa,0.008894591699724211
6,afroxlmr,worst5,xho,0.008465438939007678
7,afroxlmr,top5,twi,0.00619599427788368
7,afroxlmr,top5,zul,0.006569038112047565
7,afroxlmr,top5,ewe,0.0067943616569815886
7,afroxlmr,top5,ibo,0.006838322152816545
7,afroxlmr,top5,nya,0.006844812782219378
7,afroxlmr,worst5,yor,0.009410525338125808
7,afroxlmr,worst5,bam,0.009338714397169193
7,afroxlmr,worst5,swa,0.00833765749257509
7,afroxlmr,worst5,wol,0.008208953435769217
7,afroxlmr,worst5,xho,0.008049489340161623
8,afroxlmr,top5,ewe,0.006723345712771334
8,afroxlmr,top5,twi,0.006723946317530742
8,afroxlmr,top5,nya,0.007061097007408534
8,afroxlmr,top5,lug,0.007101694266339109
8,afroxlmr,top5,mos,0.007224902290772661
8,afroxlmr,worst5,yor,0.010195394074571595
8,afroxlmr,worst5,bam,0.009665129351560608
8,afroxlmr,worst5,bbj,0.008993166159598331
8,afroxlmr,worst5,ibo,0.008669098388509155
8,afroxlmr,worst5,xho,0.008665610677553559
9,afroxlmr,top5,ewe,0.006931149649744839
9,afroxlmr,top5,twi,0.007073710153690627
9,afroxlmr,top5,mos,0.007561590477280333
9,afroxlmr,top5,sna,0.00765655454665648
9,afroxlmr,top5,wol,0.007752064515443635
9,afroxlmr,worst5,bam,0.010460967897643059
9,afroxlmr,worst5,ibo,0.010099826295572711
9,afroxlmr,worst5,yor,0.009439465588229723
9,afroxlmr,worst5,bbj,0.009189160695086684
9,afroxlmr,worst5,zul,0.009178968478408933
10,afroxlmr,top5,swa,0.007098551750459592
10,afroxlmr,top5,twi,0.007189891909850606
10,afroxlmr,top5,hau,0.0071930655151390965
10,afroxlmr,top5,ewe,0.00721224748417626
10,afroxlmr,top5,mos,0.007545932089897178
10,afroxlmr,worst5,yor,0.010737158019765047
10,afroxlmr,worst5,bbj,0.01014696342122079
10,afroxlmr,worst5,kin,0.010012337766511337
10,afroxlmr,worst5,wol,0.0096413876749466
10,afroxlmr,worst5,bam,0.00922649679330334
11,afroxlmr,top5,twi,0.0059003768678849156
11,afroxlmr,top5,swa,0.006134738676337292
11,afroxlmr,top5,fon,0.006559659570939402
11,afroxlmr,top5,ewe,0.0068252011560616666
11,afroxlmr,top5,nya,0.007052461084640527
11,afroxlmr,worst5,bam,0.011503263038548539
11,afroxlmr,worst5,bbj,0.009629844208575378
11,afroxlmr,worst5,yor,0.009458177412398072
11,afroxlmr,worst5,xho,0.009033282491827777
11,afroxlmr,worst5,ibo,0.008970147242052917
12,afroxlmr,top5,zul,0.008102829807285161
12,afroxlmr,top5,wol,0.008573970343604742
12,afroxlmr,top5,tsn,0.008855465494434611
12,afroxlmr,top5,bbj,0.00899075972256469
12,afroxlmr,top5,nya,0.00921499016112648
12,afroxlmr,worst5,swa,0.015530325966210512
12,afroxlmr,worst5,hau,0.014402507599470482
12,afroxlmr,worst5,fon,0.012240114450833062
12,afroxlmr,worst5,lug,0.01196134373321911
12,afroxlmr,worst5,luo,0.011854135672365373
