,ORG,PER,LOC,DATE,Mean
kin,0.9948513206893956,0.9870377911367986,0.9826856293864228,0.9891820831636118,0.9884392060940572
twi,0.9933253682249662,0.9935901273422821,0.9785090732933591,0.986954417300992,0.9880947465403999
luo,0.9935973345774031,0.9935557965126988,0.9728109299600218,0.984045252412819,0.9860023283657356
tsn,0.992337784320123,0.9908060834561383,0.9678583166249257,0.9905343310524438,0.9853841288634076
ibo,0.988513929456151,0.9921882684755131,0.9678068227563509,0.9925996297435117,0.9852771626078817
lug,0.9767547738573039,0.996500036387334,0.9821340175273519,0.9837991348087698,0.9847969906451899
ewe,0.9927015159778125,0.9924189424726909,0.966075924576915,0.9831706425815077,0.9835917564022316
sna,0.9913324504301807,0.9903413594356318,0.9608471252792836,0.9906346966675602,0.983288907953164
nya,0.9955335527876746,0.98838238580062,0.9635821187468799,0.9836062988751597,0.9827760890525836
zul,0.9921904765939404,0.9902463492325018,0.9640749093774618,0.983941560270482,0.9826133238685966
xho,0.9898779392991657,0.9919448949542401,0.9565767195785921,0.9902180395261477,0.9821543983395363
swa,0.9817922580082922,0.9931244073913362,0.9862178846340516,0.9673092841997185,0.9821109585583496
wol,0.9921406182940958,0.9913283892371014,0.9482421593097036,0.9868502958509061,0.9796403656729518
pcm,0.9818262697364224,0.9950925016575021,0.9748781276805221,0.9592647555562707,0.9777654136576793
mos,0.9924693011188422,0.9934218369887595,0.9348287486091681,0.9836926641158916,0.9761031377081654
yor,0.991503856884243,0.9849263615436747,0.9401006205142152,0.9837894639106536,0.9750800757131967
bam,0.9827535147742709,0.9890378192219661,0.9495227960514654,0.9773734071101698,0.9746718842894679
bbj,0.9878116400421488,0.9944836002245386,0.9353305975141085,0.9768723705177113,0.9736245520746268
hau,0.9865752529637558,0.9917561966880452,0.9427558147717732,0.9683659189187268,0.9723632958355752
fon,0.9892679590570556,0.9923645605375783,0.9376194584431928,0.9657372828214702,0.9712473152148242
