,ORG,DATE,PER,LOC,Mean
lug,0.9999993443489075,0.9999991059303284,0.9999996423721313,0.9999987483024597,0.9999992102384567
ibo,0.9999989867210388,0.9999990463256836,0.9999993443489075,0.9999992847442627,0.9999991655349731
twi,0.9999990463256836,0.9999991655349731,0.9999992251396179,0.9999985694885254,0.9999990016222
bam,0.9999987483024597,0.9999989867210388,0.999998927116394,0.9999989867210388,0.9999989122152328
xho,0.9999991059303284,0.9999985098838806,0.9999985694885254,0.9999993443489075,0.9999988824129105
zul,0.9999993443489075,0.9999978542327881,0.9999988675117493,0.9999992847442627,0.9999988377094269
kin,0.9999985694885254,0.9999979734420776,0.9999992847442627,0.9999993443489075,0.9999987930059433
sna,0.9999991059303284,0.9999977946281433,0.9999993443489075,0.999998927116394,0.9999987930059433
wol,0.999998152256012,0.9999985098838806,0.9999991655349731,0.9999992847442627,0.9999987781047821
yor,0.9999984502792358,0.9999985098838806,0.9999988079071045,0.9999990463256836,0.9999987035989761
nya,0.999998152256012,0.9999977946281433,0.9999993443489075,0.9999990463256836,0.9999985843896866
fon,0.9999983906745911,0.9999982714653015,0.9999988675117493,0.9999987483024597,0.9999985694885254
ewe,0.9999992251396179,0.9999973177909851,0.9999986886978149,0.9999989867210388,0.9999985545873642
mos,0.9999987483024597,0.999997615814209,0.9999989867210388,0.9999985098838806,0.999998465180397
luo,0.9999973773956299,0.9999985098838806,0.9999991655349731,0.9999983906745911,0.9999983608722687
bbj,0.999997615814209,0.9999967217445374,0.9999988675117493,0.9999976754188538,0.9999977201223373
tsn,0.9999970197677612,0.9999967217445374,0.9999992251396179,0.9999977946281433,0.999997690320015
hau,0.9999968409538269,0.9999967813491821,0.9999984502792358,0.9999972581863403,0.9999973326921463
swa,0.9999945759773254,0.9999926686286926,0.9999986290931702,0.9999964237213135,0.9999955743551254
pcm,0.9999950528144836,0.99998939037323,0.9999973177909851,0.9999960064888,0.9999944418668747
