,LOC,ORG,PER,DATE
bam,,0.9806588292121887,,
bbj,,0.9958575963973999,,
ewe,,0.9922042489051819,0.9968933463096619,
fon,,,0.9867092967033386,
hau,,0.9994756579399109,0.9952764511108398,
ibo,0.998990535736084,0.9995782375335693,,
kin,,0.9967755675315857,,
lug,,0.9976766109466553,0.9968510270118713,
luo,,0.9974240064620972,0.9961969256401062,
mos,,0.9968994855880737,0.9976454973220825,
nya,,0.9985684752464294,,
pcm,0.9989438652992249,,0.9958615303039551,
sna,0.9996877312660217,,0.9971789717674255,
swa,,,0.9979197978973389,
tsn,0.9995225667953491,0.9991798400878906,,
twi,,,0.9981998205184937,
wol,,0.9976361393928528,,
xho,0.9965234398841858,,0.9985197186470032,
yor,0.9960816502571106,0.9990276098251343,,
zul,0.9991757869720459,,,
