,LOC,ORG,PER,DATE
bam,0.999991238117218,0.9999847412109375,0.9999892115592957,0.9999901652336121
bbj,0.9999922513961792,0.9999922513961792,0.999991774559021,0.9999884366989136
ewe,0.9999926686286926,0.999984860420227,0.9999873042106628,0.9999856948852539
fon,0.9999912977218628,0.9999839663505554,0.9999863505363464,0.9999851584434509
hau,0.9999918937683105,0.9999889731407166,0.9999947547912598,0.9999876022338867
ibo,0.999995768070221,0.9999812841415405,0.9999909400939941,0.9999956488609314
kin,0.9999945759773254,0.9999915361404419,0.9999935626983643,0.999997615814209
lug,0.9999934434890747,0.999994158744812,0.9999929070472717,0.9999980330467224
luo,0.9999930262565613,0.9999791383743286,0.9999913573265076,0.9999954700469971
mos,0.9999939799308777,0.9999896883964539,0.9999914765357971,0.9999892115592957
nya,0.9999969601631165,0.9999881386756897,0.999993622303009,0.9999932646751404
pcm,0.9999870657920837,0.9999656081199646,0.9999896287918091,0.9999555349349976
sna,0.999997079372406,0.9999942779541016,0.9999908804893494,0.9999963045120239
swa,0.9999922513961792,0.9999623894691467,0.9999901056289673,0.9999776482582092
tsn,0.9999945759773254,0.9999814033508301,0.9999929666519165,0.9999949932098389
twi,0.9999900460243225,0.9999858736991882,0.9999892711639404,0.9999907612800598
wol,0.9999951124191284,0.9999756813049316,0.9999898076057434,0.9999954700469971
xho,0.9999973177909851,0.9999929666519165,0.9999916553497314,0.9999942183494568
yor,0.9999914765357971,0.9999876022338867,0.9999925494194031,0.9999895095825195
zul,0.9999945759773254,0.9999915957450867,0.9999942183494568,0.999995231628418
