,LOC,ORG,PER,DATE
bam,0.9999961256980896,0.9999921917915344,0.9999953508377075,0.9999935626983643
bbj,0.9999916553497314,0.9999969005584717,0.9999967217445374,0.9999901652336121
ewe,0.999995231628418,0.9999933242797852,0.9999919533729553,0.9999920129776001
fon,0.9999973773956299,0.9999958276748657,0.9999958872795105,0.9999892711639404
hau,0.9999958872795105,0.9999898672103882,0.9999952912330627,0.999992311000824
ibo,0.9999983310699463,0.9999946355819702,0.9999918937683105,0.999995231628418
kin,0.9999956488609314,0.9999911189079285,0.9999906420707703,0.9999905824661255
lug,0.9999971985816956,0.9999982714653015,0.9999912977218628,0.9999985098838806
luo,0.9999964237213135,0.9999925494194031,0.9999927282333374,0.9999955892562866
mos,0.9999960660934448,0.9999975562095642,0.999996542930603,0.9999867677688599
nya,0.9999982714653015,0.9999963045120239,0.9999953508377075,0.9999874234199524
pcm,0.9999916553497314,0.9999880194664001,0.9999960660934448,0.9999847412109375
sna,0.999997079372406,0.9999973177909851,0.9999939799308777,0.9999926686286926
swa,0.9999945759773254,0.9999867081642151,0.9999908208847046,0.9999920129776001
tsn,0.9999960064888,0.999994158744812,0.9999960064888,0.9999967813491821
twi,0.9999904632568359,0.9999944567680359,0.9999958276748657,0.9999922513961792
wol,0.999993622303009,0.9999923706054688,0.9999929070472717,0.9999952912330627
xho,0.9999979138374329,0.999996542930603,0.9999936819076538,0.999997615814209
yor,0.999996542930603,0.9999958872795105,0.9999948740005493,0.999993085861206
zul,0.9999967813491821,0.9999979734420776,0.9999948143959045,0.9999964237213135
