,PER,ORG,LOC,DATE
bam,,0.9758899807929993,,
bbj,,0.9804536700248718,0.944405734539032,
ewe,0.92087322473526,0.9795167446136475,,
fon,0.923503577709198,,,
hau,0.9209409952163696,0.9764146208763123,,
ibo,,0.979378879070282,0.9747934937477112,
kin,,0.9727155566215515,,
lug,0.8895522356033325,0.9723711609840393,,
luo,0.9242411851882935,0.9643512964248657,,
mos,0.9230246543884277,0.9825949668884277,,
nya,,0.9810258150100708,,
pcm,0.916589617729187,,0.9755566716194153,
sna,0.9231184720993042,,0.9809019565582275,
swa,0.9232484102249146,,,
tsn,,0.9744114875793457,0.9713446497917175,
twi,0.9324485063552856,,,
wol,,0.9790511131286621,,
xho,0.9274987578392029,,0.9750639796257019,
yor,,0.9814929962158203,0.9590653777122498,
zul,,,0.9713473916053772,
