,PER,ORG,LOC,DATE
bam,0.691500723361969,0.8688580989837646,0.8720619678497314,0.9206754565238953
bbj,0.7239087224006653,0.9321538209915161,0.8099636435508728,0.8830236792564392
ewe,0.7387064695358276,0.9414806365966797,0.8894189596176147,0.8931642770767212
fon,0.7466594576835632,0.9318366050720215,0.8293545842170715,0.8590447306632996
hau,0.7108389735221863,0.9250069260597229,0.798797070980072,0.8693684935569763
ibo,0.7296671271324158,0.9466132521629333,0.8463503122329712,0.9558244347572327
kin,0.7158281803131104,0.9591003060340881,0.8845744132995605,0.9524136781692505
lug,0.7145739793777466,0.883834719657898,0.9297485947608948,0.8932300806045532
luo,0.7512303590774536,0.9455463886260986,0.9199709892272949,0.92499178647995
mos,0.7381405830383301,0.9377779960632324,0.8534789085388184,0.8504658937454224
nya,0.7380722761154175,0.9476163387298584,0.8669132590293884,0.9303684830665588
pcm,0.7454007267951965,0.8846536874771118,0.8938501477241516,0.797950804233551
sna,0.7249847650527954,0.928984522819519,0.8513811826705933,0.9589616060256958
swa,0.749860405921936,0.8788874745368958,0.9144108295440674,0.822554349899292
tsn,0.7326669692993164,0.9440730214118958,0.8823046684265137,0.9547589421272278
twi,0.7246958017349243,0.954818606376648,0.9153631925582886,0.9233055114746094
wol,0.7214510440826416,0.9364451169967651,0.8162038326263428,0.9471222758293152
xho,0.7145940065383911,0.9227365255355835,0.8301606178283691,0.9431929588317871
yor,0.7130817770957947,0.9228085875511169,0.8074319958686829,0.905245304107666
zul,0.7244656085968018,0.9432589411735535,0.8805426359176636,0.943446695804596
