,PER,ORG,LOC,DATE
bam,,0.997361958026886,,
bbj,,0.9980108141899109,,
ewe,0.992090106010437,0.9982374906539917,,
fon,0.9925141930580139,,,
hau,0.9919771552085876,0.9892829060554504,,
ibo,,0.9983786344528198,0.9976410269737244,
kin,,0.9977683424949646,,
lug,0.989183247089386,0.9972315430641174,,
luo,0.99254310131073,0.9970863461494446,,
mos,0.9921982288360596,0.9984360337257385,,
nya,,0.9984177947044373,,
pcm,0.9913722276687622,,0.9980920553207397,
sna,0.9886747002601624,,0.9984351396560669,
swa,0.9925957918167114,,,
tsn,,0.997967004776001,0.9977409839630127,
twi,0.9934614300727844,,,
wol,,0.998099684715271,,
xho,0.992820680141449,,0.9978364706039429,
yor,,0.998093843460083,0.9960653185844421,
zul,,,0.9974355697631836,
