,LOC,ORG,DATE,PER
bam,0.9298362731933594,0.9499518275260925,0.9586194753646851,0.9678319692611694
bbj,0.9088192582130432,0.9755127429962158,0.947110116481781,0.9776809215545654
ewe,0.9433906078338623,0.9788001775741577,0.9470056295394897,0.9760854840278625
fon,0.9074668288230896,0.9749391674995422,0.938637375831604,0.9758085012435913
hau,0.8836840987205505,0.960336446762085,0.9399014711380005,0.9753513336181641
ibo,0.9292130470275879,0.9796386361122131,0.9797323346138,0.9783353209495544
kin,0.9619680047035217,0.9847728610038757,0.9733790159225464,0.9788389205932617
lug,0.9597063660621643,0.9402763247489929,0.9506775140762329,0.9940186738967896
luo,0.954562246799469,0.9739041924476624,0.9672943353652954,0.9790269136428833
mos,0.9276378154754639,0.9744336605072021,0.9340202212333679,0.9803701639175415
nya,0.9411048293113708,0.9817875623703003,0.9662325978279114,0.9814556241035461
pcm,0.9452918171882629,0.9532597661018372,0.897108256816864,0.9813806414604187
sna,0.9424099922180176,0.978508710861206,0.9786336421966553,0.979241132736206
swa,0.9587433934211731,0.9500114321708679,0.9018924236297607,0.9706804156303406
tsn,0.9410011768341064,0.9692527651786804,0.9755041003227234,0.9794183969497681
twi,0.9613882303237915,0.9842144846916199,0.9623898267745972,0.9794062972068787
wol,0.9208399057388306,0.9766470789909363,0.9725360870361328,0.9786446690559387
xho,0.9204322695732117,0.9700779318809509,0.9748093485832214,0.9736092686653137
yor,0.9077150225639343,0.9736166596412659,0.952171802520752,0.9601603746414185
zul,0.9362316131591797,0.9803829193115234,0.973138689994812,0.9730848670005798
