,PER,LOC,ORG,DATE,SWD_mean
bam,0.017205638800078304,0.010479996230969846,0.00786857239472738,0.006641347758431948,0.01054888879605187
bbj,0.018273340319865383,0.010245507893159811,0.006348608599182626,0.007966432946886925,0.010708472439773686
ewe,0.016529339533917664,0.008301352925627725,0.005729448637794121,0.008922726338369102,0.009870716858927153
fon,0.018167791118685273,0.01110158675146522,0.006416187860395439,0.008819735460747324,0.011126325297823314
hau,0.016394957059674198,0.011959787118030363,0.008559850359233678,0.007436002743816061,0.011087649320188575
ibo,0.016847367622176534,0.009229303391293797,0.005122785930325335,0.005412445128058607,0.009152975517963569
kin,0.017678701000477304,0.006880713871396438,0.005741811939969921,0.005417148274318606,0.008929593771540567
lug,0.017967024379686336,0.006836275328168995,0.010273076367411704,0.00816246308704649,0.010809709790578381
luo,0.0174704868122717,0.00766895304332138,0.006105997540998942,0.006724636567469133,0.00949251849101529
mos,0.016124958897762554,0.010639957622515794,0.005984044240449293,0.011541420888534049,0.011072595412315422
nya,0.015967653817824612,0.008098083434560976,0.005408251166954869,0.006435058767237933,0.008977261796644598
pcm,0.016281707820780866,0.009761926988176128,0.007843360331662552,0.01046569205891501,0.01108817179988364
sna,0.0163453463355836,0.00911942399761756,0.006132384766260657,0.005486787180416286,0.009270985569969525
swa,0.017066002325009322,0.007144675491872476,0.00802979650643465,0.01045119087666535,0.01067291629999545
tsn,0.01705158942604612,0.009218354341101076,0.005898042694752803,0.0049752159252420824,0.00928580059678552
twi,0.016564234768338792,0.008430639819380303,0.004605081617228279,0.006598838243917271,0.009049698612216162
wol,0.015925821631753934,0.010148541042326542,0.0065210424540964596,0.006352896420594334,0.009737075387192817
xho,0.017495701935331454,0.009817402169574052,0.006285843819114234,0.005422574792646628,0.009755380679166592
yor,0.017377782337462122,0.011311470526379708,0.007258600219756772,0.007193169909896824,0.010785255748373856
zul,0.017115264649874007,0.009880576593786827,0.005327517479145172,0.0056337373089263565,0.00948927400793309
