,PER,LOC,DATE,ORG,Mean
lug,0.9999995267386433,0.9999977801222439,0.9999971818535113,0.9999976555618384,0.9999980360690592
sna,0.9999984121410854,0.9999977216522715,0.9999962004058672,0.999997575602347,0.9999974774503928
nya,0.9999984475865613,0.9999977469943525,0.9999962082225434,0.9999965821377718,0.9999972462353073
kin,0.9999969528746108,0.9999985809772486,0.9999966411215345,0.9999965847908499,0.9999971899410609
xho,0.9999976024221621,0.999997013296628,0.9999961916005605,0.9999968969152807,0.9999969260586579
zul,0.9999985542696285,0.9999957982397419,0.9999933392143084,0.9999968152935462,0.9999961267543063
wol,0.9999975146134197,0.9999950256813688,0.9999942786035986,0.9999960524416992,0.9999957178350216
mos,0.9999958906324821,0.999994826207869,0.9999896591526153,0.9999956803997011,0.9999940140981669
luo,0.9999965070487385,0.999994504848612,0.9999928180916974,0.9999897371439106,0.9999933917832396
hau,0.9999967069707018,0.9999931512282797,0.999989034751603,0.9999935812759965,0.9999931185566452
twi,0.9999968752540371,0.9999930764613625,0.9999897343566084,0.9999912032916806,0.9999927223409221
tsn,0.999994525393303,0.9999927895921235,0.9999932575995532,0.9999901496525797,0.9999926805593898
bam,0.999995256482564,0.9999928602354962,0.9999882938526817,0.9999927028247408,0.9999922783488707
ibo,0.9999964205856766,0.9999944284495668,0.9999918310328212,0.9999843018119177,0.9999917454699956
ewe,0.9999952082063746,0.99999175238541,0.9999876432129454,0.9999916870138925,0.9999915727046557
bbj,0.9999945820291609,0.9999916289339454,0.9999858131449744,0.9999942415378732,0.9999915664114885
yor,0.9999937478885281,0.9999914208036849,0.9999867012739517,0.99999262124437,0.9999911228026337
swa,0.9999930780883405,0.9999899564633824,0.999983533577689,0.9999883052233397,0.9999887183381878
fon,0.9999926179779206,0.9999905540583666,0.9999801747633015,0.9999907463100205,0.9999885232774023
pcm,0.999990065517209,0.9999853836105159,0.9999713711289588,0.9999804863562647,0.999981826653237
