,LOC,PER,ORG,DATE,Mean
zul,0.99760157,0.9981303,0.9978428,0.9966547,0.99755734
xho,0.9993702,0.9969257,0.9950819,0.99820083,0.9973947
hau,0.9971678,0.9985424,0.9997538,0.99265254,0.9970292
tsn,0.99859244,0.99903053,0.9993592,0.98945224,0.9966086
ewe,0.99719733,0.9991166,0.99928933,0.9900956,0.99642473
yor,0.99613065,0.9986994,0.99914205,0.9892893,0.9958154
sna,0.9962765,0.99769706,0.99987805,0.9893015,0.9957883
bam,0.9948459,0.9990886,0.9988874,0.99005175,0.9957184
wol,0.9990025,0.99913126,0.99929446,0.9840391,0.9953668
swa,0.9951246,0.99952614,0.99952173,0.9872589,0.9953579
lug,0.99594635,0.99920803,0.99973965,0.98554695,0.9951103
pcm,0.9964904,0.9993442,0.99964345,0.9849592,0.9951093
kin,0.9973693,0.999331,0.9997711,0.982658,0.9947823
nya,0.99526834,0.9983693,0.99988323,0.98518294,0.99467593
mos,0.99495363,0.999129,0.99943835,0.9851015,0.9946556
twi,0.99604,0.9992139,0.999715,0.9833329,0.99457544
luo,0.9950508,0.9993358,0.99977875,0.98404944,0.9945537
ibo,0.995726,0.99918497,0.99970174,0.9822142,0.9942067
bbj,0.994445,0.9987245,0.9991576,0.98346925,0.9939491
fon,0.99655694,0.9973521,0.9983902,0.9826165,0.99372894
