,PER,LOC,DATE,ORG,Mean
kin,0.66487753,0.7576154,0.7903869,0.7925674,0.75136185
lug,0.66583925,0.74476874,0.7853224,0.7965079,0.7481096
sna,0.6545739,0.7539289,0.781448,0.77803063,0.7419954
nya,0.6628663,0.7408507,0.7646996,0.79311895,0.74038386
luo,0.66475445,0.7382851,0.77339745,0.7639535,0.7350976
tsn,0.6634294,0.7200727,0.77449375,0.7721569,0.73253816
wol,0.6553483,0.7410187,0.77573705,0.7558894,0.7319984
ibo,0.6580707,0.7332334,0.7725297,0.743721,0.72688866
twi,0.6645972,0.7209257,0.74875563,0.7638018,0.7245201
xho,0.6593048,0.7366818,0.7434188,0.7571138,0.7241298
zul,0.6578802,0.72320676,0.74932474,0.75748295,0.72197366
ewe,0.6636528,0.7162906,0.7369442,0.75665784,0.71838635
swa,0.6733254,0.72431374,0.7216553,0.7488011,0.71702385
mos,0.6605084,0.7187534,0.7284307,0.7534222,0.7152787
pcm,0.66687083,0.7307029,0.706615,0.7558426,0.71500784
bam,0.6562723,0.7265762,0.7354282,0.7242755,0.71063805
hau,0.66488755,0.7240621,0.7053169,0.74581397,0.71002007
yor,0.6559146,0.70638436,0.7366918,0.7218946,0.7052213
fon,0.6599929,0.7045696,0.69440925,0.742236,0.700302
bbj,0.65883523,0.6998083,0.71053016,0.71398395,0.69578946
