Language,Cosine_Similarity
lug,0.96629477
twi,0.9400675
kin,0.939988
swa,0.93135154
ewe,0.9268219
luo,0.9245121
bam,0.91948307
ibo,0.9140881
nya,0.91191125
pcm,0.9118225
tsn,0.9074044
hau,0.8745761
mos,0.8741847
zul,0.867524
sna,0.8608453
xho,0.8535656
wol,0.85293114
fon,0.8351051
bbj,0.8164049
yor,0.6937533
