,LOC,PER,DATE,ORG,Mean
xho,0.9999911316110083,0.999984564331009,0.9999961077984374,0.9999983116733694,0.9999925288534561
zul,0.9999980628796622,0.9999901104530509,0.9999778810775035,0.9999965917865485,0.9999906615491913
lug,0.9999986184563667,0.9999814308215027,0.9999861367317985,0.9999947514526963,0.9999902343655911
ibo,0.9999937186308695,0.9999791066080419,0.9999904490404389,0.9999970361822952,0.9999900776154114
nya,0.999993867624363,0.9999849001904012,0.99998124046582,0.9999990214623398,0.999989757435731
yor,0.999986266967501,0.9999882609431717,0.9999854935818799,0.999995429912346,0.9999888628512247
luo,0.999992906010445,0.9999845803031212,0.9999814005074401,0.9999954366887879,0.9999885808774486
sna,0.9999927685665124,0.9999797565905759,0.9999832270912667,0.9999984836280003,0.9999885589690889
ewe,0.9999880459352061,0.9999807585430229,0.9999873108235237,0.9999958712065914,0.999987996627086
hau,0.999997113605962,0.9999795865064095,0.9999758552639187,0.9999981215502328,0.9999876692316307
kin,0.9999952876651743,0.9999771190569788,0.9999806234228144,0.9999970911946403,0.999987530334902
twi,0.999991585004484,0.9999770211964516,0.9999817628067373,0.9999979529005655,0.9999870804770596
mos,0.9999930771605537,0.9999814230778978,0.9999669438144658,0.9999984886339821,0.9999849831717249
tsn,0.9999937948426298,0.9999793832158246,0.9999714090971369,0.999994233049816,0.9999847050513518
bam,0.9999837129963246,0.9999792076598222,0.9999894885772277,0.9999864089153067,0.9999847045371704
bbj,0.9999961788495699,0.9999735872153727,0.99996769342515,0.9999969856106157,0.9999836112751771
swa,0.9999946021909487,0.9999722409416191,0.9999749265803336,0.9999920316500178,0.9999834503407299
wol,0.9999962837882899,0.9999812910058342,0.9999556865863432,0.9999987678186102,0.9999830072997694
fon,0.9999890766389453,0.9999825440733188,0.9999596526404914,0.99999238398221,0.9999809143337415
pcm,0.9999811508427778,0.9999573791355826,0.999939288789103,0.9999729319078932,0.9999626876688391
