,PER,DATE,ORG,LOC,Mean
twi,0.9930247068405151,,0.9853706955909729,0.9760647416114807,0.9848200480143229
mos,0.980035662651062,,0.9712543487548828,,0.9756450057029724
swa,0.9870927333831787,,0.9533523321151733,0.9822856783866882,0.9742435812950134
lug,0.9682049751281738,,0.9780522584915161,,0.973128616809845
kin,0.9843936562538147,,0.9700833559036255,0.9612078666687012,0.9718949596087137
luo,0.9735051989555359,,0.9677683115005493,,0.9706367552280426
ewe,0.9681010246276855,,0.9711765050888062,,0.9696387648582458
nya,0.9949352741241455,,0.9788640737533569,0.9226816892623901,0.9654936790466309
wol,0.9869615435600281,,0.9704655408859253,0.9344879388809204,0.9639716744422913
pcm,0.9934380650520325,,0.9195386171340942,0.9739715456962585,0.962316075960795
hau,0.9892467856407166,,0.9724820256233215,0.9201632142066956,0.9606306751569113
fon,0.9667285084724426,,0.9823542237281799,0.9242416024208069,0.9577747782071432
sna,0.9806470274925232,,0.9431870579719543,0.9434483051300049,0.9557607968648275
bam,,,0.9522304534912109,0.9555243849754333,0.9538774192333221
ibo,,,0.9712119698524475,0.930321216583252,0.9507665932178497
tsn,,,0.9702617526054382,0.9284505844116211,0.9493561685085297
zul,0.9612401723861694,,,0.927409827709198,0.9443250000476837
bbj,,,0.970492422580719,0.8981272578239441,0.9343098402023315
xho,0.9380518794059753,,,0.9272470474243164,0.9326494634151459
yor,,,0.9758334159851074,0.8608037829399109,0.9183185994625092
