,DATE,LOC,ORG,PER,Mean
twi,,0.9670184850692749,0.981715738773346,0.961897611618042,0.9738875157558001
kin,,0.969113290309906,0.975230872631073,0.9584090709686279,0.9716427349127256
ibo,,0.9662741422653198,0.9742048978805542,0.9560476541519165,0.9696936790759747
luo,,0.9709576368331909,0.9662953615188599,0.9603905081748962,0.9683097302913666
zul,,0.9582858085632324,0.9772536754608154,0.9588255286216736,0.9674257338047028
sna,,0.9745550155639648,0.9601455926895142,0.9554975032806396,0.9668944271711203
ewe,,0.9595621824264526,0.9754849076271057,0.9488803148269653,0.9668064977114017
lug,,0.9599838852882385,0.9747891426086426,0.9394620656967163,0.9663124967079896
fon,,0.9529502391815186,0.9788278341293335,0.9456444978713989,0.9651104005483481
swa,,0.9706637859344482,0.9593165516853333,0.9562399387359619,0.9646536214993551
hau,,0.9571748375892639,0.9699444770812988,0.9550421237945557,0.9632320598914073
mos,,0.9572641253471375,0.9706478714942932,0.942949116230011,0.9631480414133805
xho,,0.957499623298645,0.9691410064697266,0.9505587220191956,0.9628294843893784
tsn,,0.9545302391052246,0.9666746854782104,0.9547759294509888,0.9603783648747665
wol,,0.9549210071563721,0.965624213218689,0.9621357321739197,0.9603442687254685
pcm,,0.9777370095252991,0.9423208236694336,0.9540697336196899,0.9597997172520711
bam,,0.9730249643325806,0.947330892086029,0.9477223753929138,0.9596988684855975
nya,,0.947618842124939,0.9656389355659485,0.9512048959732056,0.9564202737349731
bbj,,0.9398658275604248,0.9687822461128235,0.9627668857574463,0.9546487617951173
yor,,0.9149868488311768,0.9677850008010864,,0.9413859248161316
