,LOC,PER,DATE,ORG,Mean
luo,0.82374847,0.88644266,0.6581073,0.8702136,0.809628
lug,0.76658994,0.915537,0.6560724,0.90030205,0.8096254
kin,0.7830051,0.8980253,0.6377178,0.86796623,0.7966786
pcm,0.796582,0.83717763,0.63852745,0.8300204,0.7755769
tsn,0.81451195,0.7611053,0.685866,0.838234,0.7749293
wol,0.7642285,0.8248539,0.65670216,0.83503616,0.77020526
sna,0.7619941,0.7644087,0.66123456,0.88529855,0.76823395
ewe,0.7756627,0.79471576,0.68991,0.8085302,0.76720464
hau,0.78045976,0.80976236,0.686238,0.7716942,0.7620386
nya,0.79478025,0.71460056,0.6491495,0.8869915,0.76138043
mos,0.7599914,0.82881325,0.6488071,0.8033308,0.76023567
swa,0.7654809,0.80446744,0.65343356,0.816032,0.7598535
ibo,0.7385406,0.8501041,0.6205602,0.81797993,0.75679624
twi,0.7611621,0.8046495,0.63484216,0.80284774,0.75087535
bam,0.742973,0.7658678,0.6964295,0.7677815,0.74326295
yor,0.7559645,0.76632893,0.6503615,0.78606963,0.7396811
bbj,0.68529284,0.789721,0.6229791,0.7650057,0.7157496
zul,0.6299,0.6960418,0.77161515,0.73079133,0.7070871
xho,0.7469198,0.6612034,0.7289106,0.6773764,0.70360255
fon,0.71348554,0.6878216,0.6359834,0.7206603,0.6894877
