,ORG,DATE,LOC,PER,Mean
kin,0.9860328729028719,0.972507018385148,0.9818983784080892,0.979393521020803,0.9799579476792281
lug,0.971712479260983,0.9714208799994805,0.9797878835904897,0.9949074408210583,0.9794571709180029
sna,0.9825632255688809,0.9826118868175329,0.9555966313670738,0.9825598042070892,0.9758328869901441
twi,0.9853497129315821,0.9649184916200507,0.9688319270699238,0.9835242765611089,0.9756561020456663
luo,0.9820530692629185,0.9608079779219365,0.9729710739766882,0.9821852321761774,0.9745043383344301
ibo,0.9727997184792507,0.9786053474780094,0.9669404356033773,0.9774260136985388,0.973942878814794
nya,0.9839214949964676,0.9643340150080202,0.9611871119327062,0.9811458148238037,0.9726471091902494
tsn,0.9755145702175245,0.9704625526715562,0.9403874988003327,0.9791330300359081,0.9663744129313303
zul,0.9801371689145785,0.961597059088427,0.946885546787883,0.9698558113612542,0.9646188965380357
xho,0.9695051853076115,0.9827283310641761,0.9393931631155358,0.9651675659084722,0.9641985613489489
hau,0.9752736016627608,0.9670951822800138,0.9395014793082593,0.9744025187744179,0.964068195506363
wol,0.9749539718667655,0.962548636680257,0.9433820491874103,0.9750700937928245,0.9639886878818142
swa,0.9678495935492898,0.9360605636105298,0.9647052728142138,0.9832154732040695,0.9629577257945258
mos,0.9765033297984751,0.9387681283983363,0.9464793220209798,0.9769466265971165,0.959674351703727
bam,0.9490457411058422,0.9630399313472475,0.9531721126985668,0.9729758513969187,0.9595584091371437
ewe,0.974313617353237,0.9368060269186427,0.9502206934552907,0.9758225819202538,0.959290729911856
pcm,0.9640254569743226,0.9038141506790659,0.959660092190056,0.9816335449893582,0.9522833112082006
fon,0.9601191944330986,0.9161655067384394,0.9347292553761528,0.9699892563946472,0.9452508032355845
yor,0.9692836066538512,0.9324094150783465,0.8969398803345493,0.9538430900956846,0.9381189980406079
bbj,0.9336277038927929,0.9246593649620389,0.8820142663124605,0.9779706025435757,0.9295679844277169
