,ORG,LOC,PER,DATE
bam,0.999828577041626,0.9998611211776733,0.9998733997344971,0.999826192855835
bbj,0.9996898770332336,0.9997295141220093,0.9998415112495422,0.9996657371520996
ewe,0.9997814297676086,0.9997832775115967,0.9998692274093628,0.9996206164360046
fon,0.999788761138916,0.9998092651367188,0.9998332262039185,0.9996493458747864
hau,0.9999054670333862,0.9998838901519775,0.9999489784240723,0.9998805522918701
ibo,0.9998186230659485,0.9998922944068909,0.9999303817749023,0.999893069267273
kin,0.9999182224273682,0.9999485015869141,0.9999566078186035,0.9998997449874878
lug,0.9999648332595825,0.9998289346694946,0.9999808073043823,0.9999061822891235
luo,0.9998013973236084,0.9998686909675598,0.9999164938926697,0.9998499155044556
mos,0.9998503923416138,0.9998837113380432,0.9999117255210876,0.9997957944869995
nya,0.999915361404419,0.9999181628227234,0.999957263469696,0.9998668432235718
pcm,0.9996054768562317,0.9996341466903687,0.9998248815536499,0.9994167685508728
sna,0.9999487400054932,0.999930202960968,0.9999483823776245,0.9999000430107117
swa,0.9997369050979614,0.999817430973053,0.999924898147583,0.9997586607933044
tsn,0.9997742772102356,0.9998374581336975,0.9999200105667114,0.9998726844787598
twi,0.999858021736145,0.9998095631599426,0.9998902082443237,0.9998257756233215
wol,0.9997937679290771,0.9998445510864258,0.9999078512191772,0.9998308420181274
xho,0.999924898147583,0.999897837638855,0.9999101161956787,0.999946117401123
yor,0.9997744560241699,0.9996320009231567,0.999783992767334,0.9996182322502136
zul,0.9999427199363708,0.9999005794525146,0.999908983707428,0.9998961687088013
