,PER,ORG,DATE,LOC
bam,0.9854052066802979,0.9487411379814148,,0.9752544164657593
bbj,0.9746865034103394,0.9677389860153198,,0.9537380337715149
ewe,0.9796743392944336,0.9808445572853088,,0.9768325090408325
fon,0.9682623744010925,0.9667456746101379,,0.9750469923019409
hau,0.990575909614563,0.9860883355140686,,0.9828652739524841
ibo,0.9895859956741333,0.9814072251319885,,0.9854775071144104
kin,0.9909520745277405,0.9917098879814148,,0.9892016649246216
lug,0.9899928569793701,0.9940873980522156,,0.9835891723632812
luo,0.9811131954193115,0.98563152551651,,0.9865754246711731
mos,0.9842830896377563,0.9828064441680908,,0.9806576371192932
nya,0.9911067485809326,0.9917100667953491,,0.9861522912979126
pcm,0.9737536311149597,0.9648853540420532,,0.9575693607330322
sna,0.9896579384803772,0.9917277097702026,,0.9910785555839539
swa,0.9671995043754578,0.966234564781189,,0.9711183905601501
tsn,0.9849444031715393,0.9861829280853271,,0.9824800491333008
twi,0.9849692583084106,0.9871461391448975,,0.9844374060630798
wol,0.9839033484458923,0.9815900325775146,,0.9801854491233826
xho,0.9662200808525085,0.9881037473678589,,0.9845007658004761
yor,0.9616464972496033,0.9690999388694763,,0.9590505361557007
zul,0.9880223274230957,0.9915271997451782,,0.981541633605957
