,DATE,LOC,PER,ORG,Mean
lug,,,0.9864984750747681,0.9818627834320068,0.9841806292533875
sna,,0.9714816808700562,0.9847223162651062,0.9767711162567139,0.9776583711306254
hau,,0.9632724523544312,0.9860271215438843,0.9789313077926636,0.9760769605636597
kin,,0.9638062119483948,0.9898995757102966,0.9688467383384705,0.9741841753323873
mos,,,0.974868893623352,0.9690240025520325,0.9719464480876923
twi,,0.9574316740036011,0.9782260656356812,0.9795482158660889,0.9717353185017904
zul,,0.9637531638145447,0.9730907082557678,,0.9684219360351562
wol,,0.9585751295089722,0.9648085832595825,0.9712461233139038,0.9648766120274862
nya,,0.9504517912864685,0.9818189144134521,0.962273359298706,0.9648480216662089
luo,,,0.9643526673316956,0.9595050811767578,0.9619288742542267
xho,,0.9604038000106812,0.9537492990493774,,0.9570765495300293
tsn,,0.9467709064483643,,0.9668828845024109,0.9568268954753876
ibo,,0.9547989368438721,,0.9579430222511292,0.9563709795475006
ewe,,,0.9552115201950073,0.942210853099823,0.9487111866474152
fon,,0.9351707696914673,0.9472486972808838,0.9587163925170898,0.9470452864964803
pcm,,0.9190192818641663,0.9551124572753906,0.9379593133926392,0.9373636841773987
bam,,0.9367469549179077,,0.9327377080917358,0.9347423315048218
bbj,,0.906923770904541,,0.9468874931335449,0.926905632019043
yor,,0.8994234800338745,,0.9472643136978149,0.9233438968658447
swa,,0.9100610613822937,0.9273066520690918,0.9101594090461731,0.9158423741658529
