,PER,ORG,LOC,DATE,Mean
bbj,,0.9999978542327881,0.9999988079071045,,0.9999983310699463
lug,0.9999977350234985,0.9999982118606567,,,0.9999979734420776
mos,0.9999977946281433,0.999998152256012,,,0.9999979734420776
twi,0.9999980926513672,0.9999985694885254,0.9999966621398926,,0.9999977747599283
tsn,,0.999997079372406,0.9999977946281433,,0.9999974370002747
kin,0.9999995827674866,0.999995768070221,0.9999963045120239,,0.9999972184499105
pcm,0.9999969005584717,,0.9999974966049194,,0.9999971985816956
nya,,0.9999986886978149,0.9999956488609314,,0.9999971687793732
sna,0.9999949336051941,,0.9999989867210388,,0.9999969601631165
hau,0.999998927116394,0.9999976754188538,0.9999942779541016,,0.9999969601631165
ibo,,0.9999982714653015,0.9999951720237732,,0.9999967217445374
swa,0.9999971985816956,0.9999959468841553,0.999996542930603,,0.999996562798818
bam,,0.9999963045120239,0.9999951720237732,,0.9999957382678986
xho,0.9999942183494568,,0.9999969601631165,,0.9999955892562866
wol,0.9999907612800598,0.9999986886978149,0.9999960064888,,0.9999951521555582
fon,0.9999932646751404,0.9999963641166687,0.9999950528144836,,0.9999948938687643
luo,0.9999920725822449,0.9999971389770508,,,0.9999946057796478
zul,,,0.9999923706054688,,0.9999923706054688
ewe,0.999993085861206,0.9999883770942688,,,0.9999907314777374
yor,,0.9999975562095642,0.9999815821647644,,0.9999895691871643
