,LOC,ORG,DATE,PER
bam,,0.8299446105957031,,
bbj,,0.9003496766090393,,
ewe,,0.9037365317344666,,0.8151239156723022
fon,,,,0.8195797801017761
hau,,0.7710354328155518,,0.8383846879005432
ibo,0.8878430128097534,0.8956038355827332,,
kin,,0.8940356373786926,,
lug,,0.8814865946769714,,0.7654708623886108
luo,,0.8683186173439026,,0.7851468324661255
mos,,0.8858563899993896,,0.7746381759643555
nya,,0.9082140326499939,,
pcm,0.9339188933372498,,,0.8368053436279297
sna,0.9281899929046631,,,0.7661036252975464
swa,,,,0.8184404969215393
tsn,0.9282047152519226,0.9130699634552002,,
twi,,,,0.842054545879364
wol,,0.9151731133460999,,
xho,0.8936219215393066,,,0.7609843015670776
yor,0.8073819875717163,0.8697792291641235,,
zul,0.9221778512001038,,,
